Estimate ID,Estimate Date,Estimate Number,Status,Customer ID,Due Date,Sub Total (BCY),Total (BCY),Adjustment (BCY),Sales Person ID,Last Modified Time,Created Time,Discount (%),Purchase Order#,Currency Code,Exchange Rate,CRM Reference ID
4198696000024894274,19 Jun 2025,EST-000343,draft,4198696000003454696,30 Jun 2025,"CRC 74,251.33",CRC 83.90K,CRC 0.00,4198696000007629241,2025-06-19 09:59:34,2025-06-19 09:59:34,CRC 0.00,,CRC,CRC 1.00,
4198696000025022049,20 Jun 2025,EST-000346,sent,4198696000025001402,20 Jun 2025,"CRC 135,309.75",CRC 152.90K,CRC 0.00,4198696000012935046,2025-06-20 11:01:45,2025-06-20 11:01:30,CRC 0.00,,CRC,CRC 1.00,
4198696000025022117,20 Jun 2025,EST-000347,draft,4198696000025001402,20 Jun 2025,"CRC 153,389.39",CRC 173.33K,CRC 0.00,4198696000012935046,2025-06-20 11:37:14,2025-06-20 11:37:14,CRC 0.00,,CRC,CRC 1.00,
4198696000025032021,20 Jun 2025,EST-000345,invoiced,4198696000008967211,30 Jun 2025,"CRC 16,934.51",CRC 19.14K,CRC 0.00,4198696000007629241,2025-06-20 11:01:45,2025-06-20 10:58:43,CRC 0.00,,CRC,CRC 1.00,
4198696000025032129,20 Jun 2025,EST-000348,invoiced,4198696000013757021,30 Jun 2025,"CRC 128,637.16",CRC 145.36K,CRC 0.00,4198696000007629241,2025-06-20 13:50:21,2025-06-20 13:35:09,CRC 0.00,,CRC,CRC 1.00,
4198696000024763338,18 Jun 2025,EST-000339,invoiced,4198696000014922046,30 Jun 2025,"CRC 68,633.63",CRC 77.56K,CRC 0.00,4198696000007629241,2025-06-18 10:57:52,2025-06-18 09:28:30,CRC 0.00,,CRC,CRC 1.00,
4198696000024894092,18 Jun 2025,EST-000340,invoiced,4198696000022256808,30 Jun 2025,"CRC 47,610.63",CRC 53.80K,CRC 0.00,4198696000007629241,2025-06-19 17:14:37,2025-06-18 14:04:36,CRC 0.00,,CRC,CRC 1.00,
4198696000024894178,18 Jun 2025,EST-000341,draft,4198696000009706326,30 Jun 2025,"CRC 146,955.75",CRC 166.06K,CRC 0.00,4198696000007629241,2025-06-18 17:16:29,2025-06-18 17:16:29,CRC 0.00,,CRC,CRC 1.00,
4198696000024894352,19 Jun 2025,EST-000344,invoiced,4198696000004906866,30 Jun 2025,"CRC 52,838.95",CRC 59.71K,CRC 0.00,4198696000007629241,2025-06-19 12:05:40,2025-06-19 11:23:52,CRC 0.00,,CRC,CRC 1.00,
4198696000025299051,25 Jun 2025,EST-000349,draft,4198696000025272005,,"CRC 4,811,592.90","CRC 5,437.10K",CRC 0.00,4198696000000396009,2025-06-25 13:48:27,2025-06-25 13:48:27,CRC 0.00,,CRC,CRC 1.00,
4198696000025285070,25 Jun 2025,EST-000350,draft,4198696000017064590,30 Jun 2025,"CRC 105,840.71",CRC 119.60K,CRC 0.00,4198696000007629241,2025-06-25 14:32:25,2025-06-25 14:32:25,CRC 0.00,,CRC,CRC 1.00,
4198696000025285089,25 Jun 2025,EST-000351,draft,4198696000016585118,30 Jun 2025,"CRC 40,858.41",CRC 46.17K,CRC 0.00,4198696000007629241,2025-06-25 17:15:11,2025-06-25 16:59:34,CRC 0.00,,CRC,CRC 1.00,
4198696000025285153,26 Jun 2025,EST-000352,invoiced,4198696000018524109,30 Jun 2025,"CRC 142,486.73",CRC 161.01K,CRC 0.00,4198696000007629241,2025-06-26 14:41:46,2025-06-26 10:27:14,CRC 0.00,,CRC,CRC 1.00,
4198696000025426036,27 Jun 2025,EST-000353,invoiced,4198696000004906866,30 Jun 2025,"CRC 23,854.87",CRC 26.96K,CRC 0.00,4198696000007629241,2025-06-28 09:38:55,2025-06-27 11:43:18,CRC 0.00,,CRC,CRC 1.00,
4198696000025532017,27 Jun 2025,EST-000354,invoiced,4198696000015404531,30 Jun 2025,"CRC 57,520.35",CRC 65.00K,CRC 0.00,4198696000007629241,2025-06-28 08:57:34,2025-06-27 17:14:22,CRC 0.00,,CRC,CRC 1.00,
4198696000025714003,01 Jul 2025,EST-000355,draft,4198696000024686112,,"CRC 105,663.72",CRC 119.40K,CRC 0.00,4198696000000396009,2025-07-01 09:18:40,2025-07-01 09:14:58,CRC 0.00,,CRC,CRC 1.00,
4198696000025823073,03 Jul 2025,EST-000356,invoiced,4198696000004545669,,"CRC 151,677.87",CRC 171.40K,CRC 0.00,4198696000000396009,2025-07-03 10:23:19,2025-07-03 08:59:08,CRC 0.00,,CRC,CRC 1.00,
4198696000025819195,03 Jul 2025,EST-000357,draft,4198696000024923234,31 Jul 2025,"CRC 162,761.07",CRC 183.92K,CRC 0.00,4198696000017624508,2025-07-03 15:17:02,2025-07-03 15:17:02,CRC 0.00,,CRC,CRC 1.00,
4198696000025819211,03 Jul 2025,EST-000358,draft,4198696000024923234,31 Jul 2025,"CRC 166,628.32",CRC 188.29K,CRC 0.00,4198696000017624508,2025-07-03 15:19:32,2025-07-03 15:19:32,CRC 0.00,,CRC,CRC 1.00,
4198696000025819234,03 Jul 2025,EST-000359,draft,4198696000024923234,31 Jul 2025,"CRC 176,884.96",CRC 199.88K,CRC 0.00,4198696000017624508,2025-07-03 17:03:46,2025-07-03 17:03:46,CRC 0.00,,CRC,CRC 1.00,
4198696000025924029,04 Jul 2025,EST-000360,invoiced,4198696000008403273,22 Jul 2025,"CRC 20,765.49",CRC 23.46K,CRC 0.00,4198696000000202015,2025-07-04 13:50:19,2025-07-04 12:27:23,CRC 0.00,,CRC,CRC 1.00,
4198696000025991198,07 Jul 2025,EST-000362,draft,4198696000024686112,,"CRC 26,398.23",CRC 29.83K,CRC 0.00,4198696000000396009,2025-07-07 15:54:04,2025-07-07 15:53:52,CRC 0.00,,CRC,CRC 1.00,
4198696000025991233,07 Jul 2025,EST-000363,draft,4198696000024686112,,"CRC 29,004.42",CRC 32.77K,CRC 0.00,4198696000000396009,2025-07-07 17:08:09,2025-07-07 17:08:09,CRC 0.00,,CRC,CRC 1.00,
4198696000026094029,08 Jul 2025,EST-000364,draft,4198696000024686112,,"CRC 16,477.88",CRC 18.62K,CRC 0.00,4198696000000396009,2025-07-08 12:46:17,2025-07-08 12:46:17,CRC 0.00,,CRC,CRC 1.00,
4198696000026122107,08 Jul 2025,EST-000365,sent,4198696000021800947,,"CRC 178,495.58",CRC 201.70K,CRC 0.00,4198696000012935046,2025-07-08 17:26:17,2025-07-08 17:26:13,CRC 0.00,,CRC,CRC 1.00,
4198696000026281202,10 Jul 2025,EST-000367,invoiced,4198696000017064590,23 Jul 2025,"CRC 28,576.99",CRC 32.29K,CRC 0.00,4198696000007629241,2025-07-10 10:50:45,2025-07-10 10:49:04,CRC 0.00,,CRC,CRC 1.00,
4198696000026418009,11 Jul 2025,EST-000368,draft,4198696000026202172,30 Jul 2025,"CRC 27,964.60",CRC 31.60K,CRC 0.00,4198696000007629241,2025-07-11 09:47:53,2025-07-11 09:47:53,CRC 0.00,,CRC,CRC 1.00,
4198696000026156055,09 Jul 2025,EST-000366,invoiced,4198696000015404531,30 Jul 2025,"CRC 72,460.17",CRC 81.88K,CRC 0.00,4198696000007629241,2025-07-12 09:59:05,2025-07-09 14:38:52,CRC 0.00,,CRC,CRC 1.00,
4198696000026486007,14 Jul 2025,EST-000369,invoiced,4198696000008403273,30 Jul 2025,"CRC 266,230.10",CRC 300.84K,CRC 0.00,4198696000007629241,2025-07-14 10:07:55,2025-07-14 09:17:34,CRC 0.00,,CRC,CRC 1.00,
4198696000026516046,14 Jul 2025,EST-000370,draft,4198696000024686112,,"CRC 166,796.46",CRC 188.48K,CRC 0.00,4198696000000396009,2025-07-14 11:36:39,2025-07-14 11:36:39,CRC 0.00,,CRC,CRC 1.00,
4198696000026486211,15 Jul 2025,EST-000372,invoiced,4198696000019919505,30 Jul 2025,"CRC 83,398.23",CRC 94.24K,CRC 0.00,4198696000007629241,2025-07-15 10:10:36,2025-07-15 09:55:24,CRC 0.00,,CRC,CRC 1.00,
4198696000026601116,16 Jul 2025,EST-000373,invoiced,4198696000019218263,30 Jul 2025,"CRC 107,469.03",CRC 121.44K,CRC 0.00,4198696000007629241,2025-07-16 12:23:27,2025-07-16 10:35:31,CRC 0.00,,CRC,CRC 1.00,
4198696000026601143,16 Jul 2025,EST-000374,draft,4198696000013451144,30 Jul 2025,"CRC 60,899.12",CRC 68.82K,CRC 0.00,4198696000007629241,2025-07-16 10:39:12,2025-07-16 10:39:12,CRC 0.00,,CRC,CRC 1.00,
4198696000026621167,16 Jul 2025,EST-000375,draft,4198696000024686112,,"CRC 20,513.27",CRC 23.18K,CRC 0.00,4198696000000396009,2025-07-16 15:32:55,2025-07-16 15:32:55,CRC 0.00,,CRC,CRC 1.00,
4198696000026609210,16 Jul 2025,EST-000376,draft,4198696000026662916,,"CRC 152,477.87",CRC 172.30K,CRC 0.00,4198696000012935046,2025-07-16 16:22:30,2025-07-16 16:22:30,CRC 0.00,,CRC,CRC 1.00,
4198696000026601405,16 Jul 2025,EST-000377,invoiced,4198696000013451144,30 Jul 2025,"CRC 180,092.04",CRC 203.50K,CRC 0.00,4198696000007629241,2025-07-17 09:32:18,2025-07-16 17:52:00,CRC 0.00,,CRC,CRC 1.00,
4198696000026601432,16 Jul 2025,EST-000378,invoiced,4198696000003454696,30 Jul 2025,"CRC 21,005.31",CRC 23.74K,CRC 0.00,4198696000007629241,2025-07-17 08:52:55,2025-07-16 17:52:26,CRC 0.00,,CRC,CRC 1.00,
4198696000026704158,17 Jul 2025,EST-000380,invoiced,4198696000008403273,30 Jul 2025,"CRC 265,530.97",CRC 300.05K,CRC 0.00,4198696000007629241,2025-07-17 10:57:12,2025-07-17 09:58:32,CRC 0.00,,CRC,CRC 1.00,
4198696000026704057,17 Jul 2025,EST-000379,invoiced,4198696000014922046,30 Jul 2025,"CRC 31,100.88",CRC 35.14K,CRC 0.00,4198696000007629241,2025-07-17 13:24:07,2025-07-17 08:58:48,CRC 0.00,,CRC,CRC 1.00,
4198696000026704197,17 Jul 2025,EST-000381,invoiced,4198696000026630485,30 Jul 2025,"CRC 38,946.90",CRC 44.01K,CRC 0.00,4198696000007629241,2025-07-17 13:45:45,2025-07-17 10:25:25,CRC 0.00,,CRC,CRC 1.00,
4198696000026486196,15 Jul 2025,EST-000371,invoiced,4198696000015404531,22 Jul 2025,"CRC 24,913.27",CRC 28.15K,CRC 0.00,4198696000007629241,2025-07-18 10:00:44,2025-07-15 09:47:02,CRC 0.00,,CRC,CRC 1.00,
4198696000026704530,17 Jul 2025,EST-000382,invoiced,4198696000008967211,29 Jul 2025,"CRC 41,847.79",CRC 47.29K,CRC 0.00,4198696000007629241,2025-07-18 08:51:27,2025-07-17 17:11:23,CRC 0.00,,CRC,CRC 1.00,
4198696000026697349,18 Jul 2025,EST-000383,sent,4198696000026746003,,"CRC 58,230.08",CRC 65.80K,CRC 0.00,4198696000012935046,2025-07-18 08:45:48,2025-07-18 08:45:41,CRC 0.00,,CRC,CRC 1.00,
4198696000026704640,18 Jul 2025,EST-000384,invoiced,4198696000019919505,29 Jul 2025,"CRC 64,696.46",CRC 73.11K,CRC 0.00,4198696000007629241,2025-07-18 11:18:12,2025-07-18 11:16:11,CRC 0.00,,CRC,CRC 1.00,
4198696000026793096,18 Jul 2025,EST-000385,draft,4198696000013326508,31 Jul 2025,"CRC 39,975.22",CRC 45.17K,CRC 0.00,4198696000000202015,2025-07-18 17:51:15,2025-07-18 17:51:15,CRC 0.00,,CRC,CRC 1.00,
4198696000026843192,21 Jul 2025,EST-000386,invoiced,4198696000006675001,30 Jul 2025,"CRC 10,256.64",CRC 11.59K,CRC 0.00,4198696000007629241,2025-07-21 16:18:27,2025-07-21 16:10:21,CRC 0.00,,CRC,CRC 1.00,
4198696000026843315,22 Jul 2025,EST-000387,invoiced,4198696000013326508,30 Jul 2025,"CRC 28,292.04",CRC 31.97K,CRC 0.00,4198696000007629241,2025-07-22 10:09:46,2025-07-22 10:01:35,CRC 0.00,,CRC,CRC 1.00,
4198696000026843452,22 Jul 2025,EST-000388,invoiced,4198696000013326508,30 Jul 2025,"CRC 108,608.85",CRC 122.73K,CRC 0.00,4198696000007629241,2025-07-22 14:04:19,2025-07-22 13:22:09,CRC 0.00,,CRC,CRC 1.00,
4198696000025995137,07 Jul 2025,EST-000361,invoiced,4198696000020935201,23 Jul 2025,"CRC 17,654.87",CRC 19.95K,CRC 0.00,4198696000007629241,2025-07-22 17:01:13,2025-07-07 10:26:50,CRC 0.00,,CRC,CRC 1.00,
4198696000026996008,23 Jul 2025,EST-000389,invoiced,4198696000013757021,30 Jul 2025,"CRC 76,530.98",CRC 86.48K,CRC 0.00,4198696000007629241,2025-07-23 12:18:28,2025-07-23 09:11:23,CRC 0.00,,CRC,CRC 1.00,
4198696000026996148,23 Jul 2025,EST-000390,invoiced,4198696000024831511,30 Jul 2025,"CRC 45,752.21",CRC 51.70K,CRC 0.00,4198696000007629241,2025-07-23 14:30:52,2025-07-23 14:05:39,CRC 0.00,,CRC,CRC 1.00,
4198696000027097009,24 Jul 2025,EST-000391,invoiced,4198696000004906866,30 Jul 2025,"CRC 17,699.11",CRC 20.00K,CRC 0.00,4198696000007629241,2025-07-24 10:49:46,2025-07-24 10:31:49,CRC 0.00,,CRC,CRC 1.00,
4198696000027075069,24 Jul 2025,EST-000392,draft,4198696000018645616,,"CRC 96,884.96",CRC 109.48K,CRC 0.00,4198696000017624508,2025-07-24 11:23:58,2025-07-24 11:23:58,CRC 0.00,,CRC,CRC 1.00,
4198696000027192031,26 Jul 2025,EST-000393,invoiced,4198696000019374080,30 Jul 2025,"CRC 27,079.65",CRC 30.60K,CRC 0.00,4198696000007629241,2025-07-26 10:12:29,2025-07-26 09:22:32,CRC 0.00,,CRC,CRC 1.00,
4198696000027196167,28 Jul 2025,EST-000394,sent,4198696000027222184,28 Jul 2025,"CRC 87,079.64",CRC 98.40K,CRC 0.00,4198696000012935046,2025-07-28 11:48:08,2025-07-28 11:47:57,CRC 0.00,,CRC,CRC 1.00,
4198696000027192218,28 Jul 2025,EST-000395,invoiced,4198696000027218656,30 Jul 2025,"CRC 27,079.65",CRC 30.60K,CRC 0.00,4198696000007629241,2025-07-28 15:57:59,2025-07-28 13:01:53,CRC 0.00,,CRC,CRC 1.00,
4198696000027192339,28 Jul 2025,EST-000396,invoiced,4198696000020935201,30 Jul 2025,"CRC 30,601.77",CRC 34.58K,CRC 0.00,4198696000007629241,2025-07-29 08:55:06,2025-07-28 17:50:19,CRC 0.00,,CRC,CRC 1.00,
4198696000027283019,29 Jul 2025,EST-000397,sent,4198696000027288011,29 Jul 2025,"CRC 4,870,884.94","CRC 5,504.10K",CRC 0.00,4198696000012935046,2025-07-29 10:00:49,2025-07-29 10:00:40,CRC 0.00,,CRC,CRC 1.00,
4198696000027280033,29 Jul 2025,EST-000398,invoiced,4198696000003454696,03 Aug 2025,"CRC 95,745.13",CRC 108.19K,CRC 0.00,4198696000007629241,2025-07-29 11:36:02,2025-07-29 10:33:45,CRC 0.00,,CRC,CRC 1.00,
4198696000027280253,29 Jul 2025,EST-000399,invoiced,4198696000020935201,,"CRC 10,256.64",CRC 11.59K,CRC 0.00,4198696000007629241,2025-07-30 08:51:41,2025-07-29 17:51:53,CRC 0.00,,CRC,CRC 1.00,
4198696000027323198,31 Jul 2025,EST-000402,sent,4198696000027382382,31 Jul 2025,"CRC 33,097.35",CRC 37.40K,CRC 0.00,4198696000012935046,2025-07-31 10:54:49,2025-07-31 10:54:44,CRC 0.00,,CRC,CRC 1.00,
4198696000027350097,31 Jul 2025,EST-000401,invoiced,4198696000008403273,08 Aug 2025,"CRC 27,030.09",CRC 30.54K,CRC 0.00,4198696000007629241,2025-07-31 11:07:06,2025-07-31 10:13:04,CRC 0.00,,CRC,CRC 1.00,
4198696000027630001,01 Aug 2025,EST-000403,draft,4198696000018645616,28 Aug 2025,"CRC 53,083.19",CRC 59.98K,CRC 0.00,4198696000017624508,2025-08-01 10:12:18,2025-08-01 10:12:18,CRC 0.00,,CRC,CRC 1.00,
4198696000027579153,01 Aug 2025,EST-000404,invoiced,4198696000018859011,19 Aug 2025,"CRC 28,318.58",CRC 32.00K,CRC 0.00,4198696000007629241,2025-08-01 14:36:01,2025-08-01 14:10:06,CRC 0.00,,CRC,CRC 1.00,
4198696000027707075,04 Aug 2025,EST-000405,invoiced,4198696000019218263,20 Aug 2025,"CRC 30,300.88",CRC 34.24K,CRC 0.00,4198696000007629241,2025-08-04 11:11:24,2025-08-04 10:53:54,CRC 0.00,,CRC,CRC 1.00,
4198696000027707152,04 Aug 2025,EST-000406,invoiced,4198696000004545669,29 Aug 2025,"CRC 92,325.67",CRC 104.33K,CRC 0.00,4198696000000396009,2025-08-04 15:34:30,2025-08-04 14:43:32,CRC 0.00,,CRC,CRC 1.00,
4198696000027841082,05 Aug 2025,EST-000410,draft,4198696000013757021,28 Aug 2025,"CRC 94,858.40",CRC 107.19K,CRC 0.00,4198696000007629241,2025-08-05 10:28:25,2025-08-05 10:28:25,CRC 0.00,,CRC,CRC 1.00,
4198696000027825011,05 Aug 2025,EST-000409,draft,4198696000018645616,13 Aug 2025,"CRC 233,663.72",CRC 264.04K,CRC 0.00,4198696000017624508,2025-08-05 10:03:00,2025-08-05 10:03:00,CRC 0.00,,CRC,CRC 1.00,
4198696000027841009,05 Aug 2025,EST-000407,draft,4198696000008403273,27 Aug 2025,"CRC 93,185.84",CRC 105.30K,CRC 0.00,4198696000007629241,2025-08-05 09:02:26,2025-08-05 09:02:26,CRC 0.00,,CRC,CRC 1.00,
4198696000027841115,05 Aug 2025,EST-000411,draft,4198696000013757021,29 Aug 2025,"CRC 63,637.16",CRC 71.91K,CRC 0.00,4198696000007629241,2025-08-05 10:55:29,2025-08-05 10:55:29,CRC 0.00,,CRC,CRC 1.00,
4198696000027841197,05 Aug 2025,EST-000413,draft,4198696000012915063,29 Aug 2025,"CRC 257,654.87",CRC 291.15K,CRC 0.00,4198696000007629241,2025-08-05 12:31:29,2025-08-05 12:31:29,CRC 0.00,,CRC,CRC 1.00,
4198696000027841161,05 Aug 2025,EST-000412,draft,4198696000012915063,29 Aug 2025,"CRC 373,539.82",CRC 422.10K,CRC 0.00,4198696000007629241,2025-08-05 12:29:06,2025-08-05 12:29:06,CRC 0.00,,CRC,CRC 1.00,
4198696000027841027,05 Aug 2025,EST-000408,invoiced,4198696000008403273,26 Aug 2025,"CRC 261,769.90",CRC 295.80K,CRC 0.00,4198696000007629241,2025-08-05 15:21:17,2025-08-05 09:04:20,CRC 0.00,,CRC,CRC 1.00,
4198696000027841365,05 Aug 2025,EST-000415,draft,4198696000013451144,19 Aug 2025,"CRC 127,660.18",CRC 144.26K,CRC 0.00,4198696000007629241,2025-08-05 16:33:25,2025-08-05 16:27:36,CRC 0.00,,CRC,CRC 1.00,
4198696000027841338,05 Aug 2025,EST-000414,invoiced,4198696000027873880,27 Aug 2025,"CRC 48,053.10",CRC 54.30K,CRC 0.00,4198696000007629241,2025-08-06 10:13:33,2025-08-05 16:15:43,CRC 0.00,,CRC,CRC 1.00,
4198696000027924024,06 Aug 2025,EST-000416,draft,4198696000018167335,29 Aug 2025,"CRC 100,842.48",CRC 113.95K,CRC 0.00,4198696000017624508,2025-08-06 10:48:18,2025-08-06 10:48:18,CRC 0.00,,CRC,CRC 1.00,
4198696000027933119,06 Aug 2025,EST-000419,invoiced,4198696000027913767,20 Aug 2025,"CRC 127,199.11",CRC 143.74K,CRC 0.00,4198696000007629241,2025-08-06 13:37:17,2025-08-06 13:25:29,CRC 0.00,,CRC,CRC 1.00,
4198696000027924066,06 Aug 2025,EST-000420,draft,4198696000018645616,28 Aug 2025,"CRC 14,247.79",CRC 16.10K,CRC 0.00,4198696000017624508,2025-08-06 13:31:01,2025-08-06 13:31:01,CRC 0.00,,CRC,CRC 1.00,
4198696000027933086,06 Aug 2025,EST-000417,invoiced,4198696000020935201,20 Aug 2025,"CRC 57,084.07",CRC 64.50K,CRC 0.00,4198696000007629241,2025-08-06 13:42:32,2025-08-06 12:06:19,CRC 0.00,,CRC,CRC 1.00,
4198696000027933239,06 Aug 2025,EST-000421,invoiced,4198696000004906866,27 Aug 2025,"CRC 12,538.05",CRC 14.17K,CRC 0.00,4198696000007629241,2025-08-07 08:49:58,2025-08-06 17:31:57,CRC 0.00,,CRC,CRC 1.00,
4198696000027987130,07 Aug 2025,EST-000422,draft,4198696000008403273,20 Aug 2025,"CRC 375,880.54",CRC 424.75K,CRC 0.00,4198696000007629241,2025-08-07 12:14:28,2025-08-07 12:02:55,CRC 0.00,,CRC,CRC 1.00,
4198696000027929021,06 Aug 2025,EST-000418,invoiced,4198696000019197576,,"CRC 150,456.64",CRC 170.02K,CRC 0.00,4198696000012935046,2025-08-07 14:27:59,2025-08-06 12:12:23,CRC 0.00,,CRC,CRC 1.00,
4198696000027987206,07 Aug 2025,EST-000423,invoiced,4198696000023915036,20 Aug 2025,"CRC 44,442.47",CRC 50.22K,CRC 0.00,4198696000007629241,2025-08-07 15:21:10,2025-08-07 12:50:48,CRC 0.00,,CRC,CRC 1.00,
4198696000027987271,07 Aug 2025,EST-000424,invoiced,4198696000027913767,27 Aug 2025,"CRC 38,761.06",CRC 43.80K,CRC 0.00,4198696000007629241,2025-08-08 08:53:07,2025-08-07 16:30:57,CRC 0.00,,CRC,CRC 1.00,
4198696000027989183,08 Aug 2025,EST-000426,draft,4198696000018645616,30 Aug 2025,"CRC 66,353.98",CRC 74.98K,CRC 0.00,4198696000017624508,2025-08-08 10:00:27,2025-08-08 10:00:27,CRC 0.00,,CRC,CRC 1.00,
4198696000027987406,08 Aug 2025,EST-000425,draft,4198696000011147043,27 Aug 2025,"CRC 94,579.64",CRC 106.88K,CRC 0.00,4198696000007629241,2025-08-08 11:49:58,2025-08-08 09:13:22,CRC 0.00,,CRC,CRC 1.00,
4198696000027987508,08 Aug 2025,EST-000428,draft,4198696000015404531,21 Aug 2025,"CRC 43,362.83",CRC 49.00K,CRC 0.00,4198696000007629241,2025-08-08 13:52:57,2025-08-08 13:52:57,CRC 0.00,,CRC,CRC 1.00,
4198696000027987493,08 Aug 2025,EST-000427,draft,4198696000015404531,20 Aug 2025,"CRC 27,256.64",CRC 30.80K,CRC 0.00,4198696000007629241,2025-08-08 13:52:17,2025-08-08 13:52:17,CRC 0.00,,CRC,CRC 1.00,
4198696000027987523,08 Aug 2025,EST-000429,draft,4198696000015404531,20 Aug 2025,"CRC 47,699.12",CRC 53.90K,CRC 0.00,4198696000007629241,2025-08-08 13:54:40,2025-08-08 13:54:40,CRC 0.00,,CRC,CRC 1.00,
4198696000027987586,08 Aug 2025,EST-000431,draft,4198696000023915036,28 Aug 2025,"CRC 9,955.75",CRC 11.25K,CRC 0.00,4198696000007629241,2025-08-08 16:09:16,2025-08-08 16:09:16,CRC 0.00,,CRC,CRC 1.00,
4198696000027987664,09 Aug 2025,EST-000433,invoiced,4198696000028006805,20 Aug 2025,"CRC 23,008.85",CRC 26.00K,CRC 0.00,4198696000007629241,2025-08-09 11:27:39,2025-08-09 10:10:28,CRC 0.00,,CRC,CRC 1.00,
4198696000027987571,08 Aug 2025,EST-000430,draft,4198696000020935201,20 Aug 2025,"CRC 25,725.66",CRC 29.07K,CRC 0.00,4198696000007629241,2025-08-09 11:13:11,2025-08-08 15:51:05,CRC 0.00,,CRC,CRC 1.00,
4198696000027315140,30 Jul 2025,EST-000400,draft,4198696000017064590,09 Aug 2025,"CRC 279,115.04",CRC 315.40K,CRC 0.00,4198696000007629241,2025-08-11 13:47:44,2025-07-30 17:57:14,CRC 0.00,,CRC,CRC 1.00,
4198696000028090065,11 Aug 2025,EST-000434,sent,4198696000028090035,25 Aug 2025,"CRC 8,672.57",CRC 9.80K,CRC 0.00,4198696000000396017,2025-08-11 12:12:04,2025-08-11 12:07:36,CRC 0.00,,CRC,CRC 1.00,
4198696000027987601,08 Aug 2025,EST-000432,sent,4198696000023915036,28 Aug 2025,"CRC 9,955.75",CRC 11.25K,CRC 0.00,4198696000007629241,2025-08-11 12:11:50,2025-08-08 16:09:16,CRC 0.00,,CRC,CRC 1.00,
4198696000028064149,11 Aug 2025,EST-000435,draft,4198696000020838003,26 Aug 2025,"CRC 46,017.70",CRC 52.00K,CRC 0.00,4198696000007629241,2025-08-11 16:08:23,2025-08-11 16:08:23,CRC 0.00,,CRC,CRC 1.00,
4198696000028064167,11 Aug 2025,EST-000436,invoiced,4198696000015404531,20 Aug 2025,"CRC 27,437.17",CRC 31.00K,CRC 0.00,4198696000007629241,2025-08-12 08:51:29,2025-08-11 17:28:06,CRC 0.00,,CRC,CRC 1.00,
4198696000028064283,12 Aug 2025,EST-000437,invoiced,4198696000004906866,20 Aug 2025,"CRC 16,690.27",CRC 18.86K,CRC 0.00,4198696000007629241,2025-08-12 09:50:39,2025-08-12 09:47:55,CRC 0.00,,CRC,CRC 1.00,
4198696000028167057,12 Aug 2025,EST-000438,invoiced,4198696000026725192,,"CRC 51,592.92",CRC 58.30K,CRC 0.00,4198696000007629241,2025-08-12 10:56:15,2025-08-12 10:50:37,CRC 0.00,,CRC,CRC 1.00,
4198696000028167188,12 Aug 2025,EST-000439,invoiced,4198696000020935201,28 Aug 2025,"CRC 32,535.40",CRC 36.77K,CRC 0.00,4198696000007629241,2025-08-13 10:18:59,2025-08-12 17:05:53,CRC 0.00,,CRC,CRC 1.00,
4198696000028277001,13 Aug 2025,EST-000440,invoiced,4198696000019218263,28 Aug 2025,"CRC 109,097.34",CRC 123.28K,CRC 0.00,4198696000007629241,2025-08-13 14:32:53,2025-08-13 13:46:24,CRC 0.00,,CRC,CRC 1.00,
4198696000028275013,13 Aug 2025,EST-000441,draft,4198696000028013723,29 Aug 2025,"CRC 46,752.20",CRC 52.83K,CRC 0.00,4198696000017624508,2025-08-13 17:36:29,2025-08-13 17:36:29,CRC 0.00,,CRC,CRC 1.00,
4198696000028270087,14 Aug 2025,EST-000442,sent,4198696000000917003,28 Aug 2025,"CRC 69,734.51",CRC 78.80K,CRC 0.00,4198696000020625763,2025-08-14 11:28:52,2025-08-14 11:27:28,CRC 0.00,,CRC,CRC 1.00,
4198696000028291130,14 Aug 2025,EST-000444,draft,4198696000013757021,29 Aug 2025,"CRC 9,995.57",CRC 11.29K,CRC 0.00,4198696000007629241,2025-08-14 14:58:46,2025-08-14 14:58:46,CRC 0.00,,CRC,CRC 1.00,
4198696000028294051,14 Aug 2025,EST-000443,sent,4198696000026895373,14 Aug 2025,"CRC 77,787.62",CRC 87.90K,CRC 0.00,4198696000012935046,2025-08-14 14:56:29,2025-08-14 14:56:25,CRC 0.00,,CRC,CRC 1.00,
4198696000028343123,18 Aug 2025,EST-000445,draft,4198696000028092155,28 Aug 2025,"CRC 137,964.61",CRC 155.90K,CRC 0.00,4198696000007629241,2025-08-18 11:29:05,2025-08-18 10:49:14,CRC 0.00,,CRC,CRC 1.00,
4198696000028420055,18 Aug 2025,EST-000446,draft,4198696000008403273,28 Aug 2025,"CRC 185,628.32",CRC 209.76K,CRC 0.00,4198696000007629241,2025-08-18 16:12:42,2025-08-18 16:12:42,CRC 0.00,,CRC,CRC 1.00,
4198696000028453025,19 Aug 2025,EST-000447,draft,4198696000018645616,05 Sep 2025,"CRC 28,821.24",CRC 32.57K,CRC 0.00,4198696000017624508,2025-08-19 09:33:11,2025-08-19 09:33:11,CRC 0.00,,CRC,CRC 1.00,
4198696000028614059,20 Aug 2025,EST-000448,draft,4198696000020935201,30 Aug 2025,"CRC 149,561.95",CRC 169.00K,CRC 0.00,4198696000007629241,2025-08-20 14:16:14,2025-08-20 12:44:31,CRC 0.00,,CRC,CRC 1.00,
