Supplier Code,Manufacturer,SKU,Item Name,Quantity Available,Quantity Used,Stock Sales Ratio
BT-2068,ARH DE ALAJUELA S.A.,164-109,BOTA EJE TRIPOD 23X72.5X99,0.00,4.00,0
54830-0X000 548300X000 SLK-8190L CL0287L CLKH-42L/72-3072,Ningbo Sunshine Auto Parts Co,73-1004,Rotula Estabilizadora Delantera LH Hyundai I-10 GL Manual G4LA,189.00,11.00,254.26008968609867
90919-02240,Ningbo Sunshine Auto Parts Co,259-1015,Bobina de Encendido TOYOTA YARIS ECHO  99-05,23.00,27.00,12.707182320441989
RX30220,SPEEDCO,95-2008,ESCOBILLA WEATHERBEATER 20´´,19.00,1.00,247.82608695652175
D2258C,,800-4494,"PASTILLA F HY AVANTE 00-12 XD HN75 ELANTRA DSL 1,5",0.00,1.00,0
89465-13030,REPUESTOS BIANCHI,529-027,SENSOR DE OXÍGENO TOYOTA COROLLA (MOT:1ZZ) 1.8L 03-04 S1 9.8 234-4524   250-24489 234-4169 89465-52190 234-4630 250-24777 234-4800,1.00,3.00,4.761904761904762
M21823,,800-4491,YD816 TAPA SIDEKICK 96-- BOBINA INCORP. - 3332,0.00,1.00,0
90919-02240,REPUESTOS BIANCHI,529-051,"90080-19021 90919-02265 BOBINA IGNICION UF316 YARIZ,ECHO,PRIUZ,UF-316",14.00,10.00,20.689655172413794
K050420,DAILY,376-3089,FAJA A/C COROLLA 83/88 D/H A/C LANCER 95/03 5PK1065,0.00,2.00,0
SP-008,Importaciones RE RE S.A.,505-025,ABRO PINTURA PREMIER GRIS AEROS 8oz,5.00,7.00,10.48951048951049
PRC34,VALEO,510-1006,BOMBA BAC 41710-23000 AUX CLUTCH TUCSON ACCENT 06--,0.00,1.00,0
40222-18000,ARH DE ALAJUELA S.A.,127-1017,TACO NISSAN  12.5 FRESADO 45X28.CHANFLEADO.,5.00,43.00,1.738122827346466
81580-0D500,Ningbo Sunshine Auto Parts Co,245-2007,Foco Trasero (Stop) Boot RH Toyota Yaris Vios NSP151L,46.00,4.00,166.26506024096386
333431G,EVER WINNING,533-154,Amort. Suz Aerio 05-08 del RH c/rot G (Baleno/Steem 95-02 Del) 333312,1.00,3.00,4.761904761904762
48820-42030 / 48820-02070 A1000181,,800-4496,ROTULA ESTAB TY RAV4 06-18 PREVIA 06- PALISADE 19- DEL TIPO Z 395X12 SL-T220,0.00,2.00,0
D1264SM,,800-4497,PASTILLA F SZ XL7 07-15 CH CAPTIVA EQUINOX,0.00,1.00,0
AF1019T,JSM Unity Costa Rica Sociedad Anonima,530-1018,FILTRO DE AIRE KIA K2700,0.00,1.00,0
G9230100,Renapa S.A.,518-0616,ROLL BOC TRAS MB LANCER 00,3.00,1.00,39.130434782608695
D1935C/58101B4A00,Renapa S.A.,509-0149,PASTILLA FRENO CERAMICA HYUNDAI I30 1.0 1.2 GRAN i10 13-,8.00,2.00,55.81395348837209
44100-4JA0A/   44100-4JA0A/BAF,Renapa S.A.,509-2522,"BOMBA AUX FRENO NISSAN FRONTIER NP300 14- 1""",1.00,3.00,4.761904761904762
D6010-1HK0A/ D6010-1HK0A/BFP,Renapa S.A.,509-2032,BOMBA PRINCIPAL FRENO NISSAN VERSA MARCH 11- 7/8 T/M BASE LARGA(102 mm),2.00,2.00,13.953488372093023
27301-04000,REPUESTOS BIANCHI,529-069,UF-707 Bobina DIS KIA PICANTO I10 RIO 11-14 MOTOR 1.0 1.2,7.00,1.00,91.30434782608697
H76665,,800-4499,CIGUENAL FCCNK-0245 4D56 (95MM) 110 STROKE 1,0.00,1.00,0
27301-04000,REPUESTOS BIANCHI,529-069,UF-707 Bobina DIS KIA PICANTO I10 RIO 11-14 MOTOR 1.0 1.2,0.00,3.00,0
57724-2W000,DAILY,72-3215,"ROT. CREMA. HYU. SANTA FE. 12/19, KIA SORENTO. 12/14, CRKH-43, SRK-8620= 3Q000, 16X16X207",3.00,1.00,39.130434782608695
49001ZP00A,Ningbo Sunshine Auto Parts Co,12-1028,Cremallera de Dirección sin Rotulas NISSAN PATHFINDER,28.00,2.00,195.3488372093023
D862C/04465-42110,Renapa S.A.,509-0191,PASTILLA FRENO CERAMICA TOYOTA RAV4 00-05,0.00,3.00,0
30502-52A60 3050252A60,Ningbo Sunshine Auto Parts Co,13-505,Roll Empuje Nissan Sentra B13,92.00,8.00,169.32515337423314
K040325,DAILY,376-3051,FAJA ALT. SENTRA CRV SIDEKICK 4PK0825 4PK0830,2.00,3.00,9.523809523809524
K040300,DAILY,376-3045,FAJA ALT. HYU ATOZ 96 HON CIVIC 88/95 4PK0760,1.00,1.00,13.043478260869566
BT-21,ARH DE ALAJUELA S.A.,164-112,BOTA EJE 24.5X85X102,0.00,4.00,0
D1398C/58302 1HA00,Renapa S.A.,509-0122,PASTILLA FRENO CERAMICA HYUNDAI TUCSON ELAN KIA SPORTAGEFRENOORTE i20 CRETA,0.00,3.00,0
3109H,,800-4508,SOPORTE MOTOR FONTAL DERECHO MITSUBISHI GRANDIS 2.4 2006-2010,0.00,1.00,0
D2520C,,800-4517,PASTILLA F SZ JIMNY 18-,0.00,1.00,0
MR-491358-spro,INVERSIONES MONICA Y DIANA S.A,72-5008,ROTULA CREMA MB LANCER ELANTRA MIRAGE 02-07 SR-7870 16X12X328,0.00,4.00,0
MR-491358-spro,INVERSIONES MONICA Y DIANA S.A,72-5008,ROTULA CREMA MB LANCER ELANTRA MIRAGE 02-07 SR-7870 16X12X328,1.00,1.00,13.043478260869566
3111,,800-4509,SOPORTE MOTOR TRASERO MITSUBISHI GRANDIS,0.00,1.00,0
3112,,800-4510,SOPORTE MOTOR FONTAL MITSUBISHI GRANDIS,0.00,1.00,0
1403,Vazlo Costa Rica Sociedad Anonima,512-192,SOPORTE MOTOR TRANSMISSION NISSAN X-TRAIL,1.00,1.00,13.043478260869566
48521-50Y00 4852150Y00 SR-4740 CR0451 CR0502 CRN-69 CRN-8 73-1021,DAILY,72-3013,"ROT. CREMA. NIS. SENTRA. 90/99, B13, B14, D/MECA, V/JAPON, R/FINA, SR-4740, 16X12X289 = 48521-50Y25",0.00,2.00,0
51450-S10-000 51450-S10-003 51450-S10-010 51450-S10-020,Ningbo Sunshine Auto Parts Co,11-266,Tijereta Superior RH Honda CRV I 2.0 4WD 1995-2002,19.00,1.00,247.82608695652175
D1303C,,800-2382,PASTILLA F TY LAND C/LEXUS 08 - SEQUIOA TUNDRA 07,0.00,1.00,0
43301-SM5-A01/43301-SM5-A01/BAF,Renapa S.A.,509-2511,BOMBA AUX FRENO HONDA CIVIC CRV 97-01 ACCORD 91-00 LH 13/16,1.00,3.00,4.761904761904762
E8229/0580454001,DAILY,41-2001,"BOMBA GAS. F/INY. (DELGADA) TIPO BOSCH (E8229) ISZ, MAZ, HYU, HON, TOY, NIS, MIT, SUZ. (60-90LB)",0.00,2.00,0
351/292 RD-VITZ1 16400-23090 RD-VITZ RDTA0149A B01835,Ningbo Sunshine Auto Parts Co,351-292,RADIADOR TOYOTA VITZ ECHO YARIS 1SZ  AUTOMATICO IMPORTADO,0.00,1.00,0
48820-0C010,,800-4520,"ROT. ESTAB. DEL. RH. TOY. TUNDRA, SEQUOIA. 06/21, SL-T180R, OJO Y ROTULA",0.00,1.00,0
CABLE TIE 395X4.7 100PP,Ningbo Sunshine Auto Parts Co,125-620,GAZA PLASTICA 395X4.7 100PP,980.00,20.00,729.528535980149
9555022100,Ningbo Sunshine Auto Parts Co,89-500,Flasher Relay Hyundai Accent 199-2004 G4EK,197.00,3.00,938.095238095238
22448-JA000,REPUESTOS BIANCHI,529-021,BOBINA DE IGNICIÓN NISSAN VERSA-SENTRA-KICKS-QASHQAI (07-)   22448-1KT1A  22448-5RB0A 22448-1HC0A 22448-ED000 UF-550 UF-549 UF-719,11.00,9.00,18.0327868852459
G801024,,800-4525,"PUNTA EJE GEELY PANDA 1,3 08-",0.00,1.00,0
25310-1R010 MT26 253101R010 MT26,Ningbo Sunshine Auto Parts Co,351-2000,Radiador Hyundai Accent Blue 2010-2017,27.00,23.00,17.49460043196544
6255/43,Rafael Pinto & CO S.A. (PROLUSA),503-001,FLOSSER BOMBILLO H4 12V 60/55W P43T,17.00,3.00,80.95238095238095
333391-JBO,EVER WINNING,533-089,AMORTIGUADOR  NISSAN TIIDA 06-18 DEL LH,3.00,2.00,20.930232558139533
43308-59035-SPRO,INVERSIONES MONICA Y DIANA S.A,72-3240,ROT SUSP TY YARIS ECHO 99-17 ETIOS / COROLLA 12-INF SB-3602,0.00,2.00,0
ATK1048 255002E000,IMPORTACIONES SOL DE KOBE S.A,526-0008,TERMOSTATO TUCSON/ELANTRA G4NA/G4NB 2010-2015,2.00,2.00,13.953488372093023
43512-0C020,,800-2384,DISCO F TY DEL TUNDRA LAND C SEQUOIA 07,0.00,2.00,0
JP2275 / 48790-42020,NAVEMAR,517-3002,Barra-Ten-Tras-Sup LH Toyota-Rav4-06-18,0.00,1.00,0
CH1060,NAVEMAR,517-1089,Tijereta-Susp-Lh-BYD-F3-18-22,0.00,1.00,0
54840-1G000,,800-4528,"ROTULA ESTABILIZADORA DELANTERA DERECHA HYUNDAI ACCENT VERNA. 06/11, KIA RIO.05/11=1G500, 54830-1E000, SLK-8080R, CLKK-28R,TIPO Z. 312X10",0.00,1.00,0
D1156C/58302 1MA00,Renapa S.A.,509-0107,PASTILLA FRENO CERAMICA HYUNDAI ACCENT 06- i20 KIA RIO 06- MAZDA 6,0.00,3.00,0
G4PK0715,RENAPA,376-3075,FAJA 4PK0715 K04028,1.00,2.00,6.976744186046512
54840-1G000,,800-4528,"ROTULA ESTABILIZADORA DELANTERA DERECHA HYUNDAI ACCENT VERNA. 06/11, KIA RIO.05/11=1G500, 54830-1E000, SLK-8080R, CLKK-28R,TIPO Z. 312X10",0.00,1.00,0
87139-30100,ARH DE ALAJUELA S.A.,3-69,FILTRO CABINA MURANO ALMERA   SUNNY X-TRAL  CIVIC/VCRV D-MAX  12- 2.5 3.0,0.00,3.00,0
D1519SM/46 05A 284,Renapa S.A.,509-0026,PASTILLA FRENO SEMI METALICA MITSUBISHI SPORTERO ZINGER L200 06-,6.00,4.00,21.686746987951807
K050485,IMPORTACIONES JASPERSA N&N LTDA,376-3013,FAJA D/H NIS X-TERRA 5PK1230/GRAND I10 17/21,2.00,3.00,9.523809523809524
RT6057,,800-4530,SE-A111R ROTULA DIRECCION RH / TOYOTA-COROLLA- CROSS 4X2 19-25,0.00,1.00,0
43119-28010N-POS,,800-1359,RETENEDOR SALIDA CAJA DER/IZQ NEW KIA PICANTO,0.00,2.00,0
G3320020,Renapa S.A.,522-0203,COMP PICANTO 12-17 RH,0.00,1.00,0
G348053,Renapa S.A.,522-0091,COMPENSADOR KIA PICANTO 11- TRAS R/L P/b,0.00,2.00,0
48068-09040 48068-09041 48068-09081 48068-09150 48068-59095 48068-59135 48068-59145 48068-W9005,Ningbo Sunshine Auto Parts Co,11-154,Tijereta Inferior Completa RH Toyota Yaris 1.0 1.3 1.4 1.5 1.8 2005-2020 Yaris Vios 1.3 4WD 2005-2013 Verso S 1.33 1.4 2010-2016 Aqua 1.5 2011- Prius C 1.5 2011- Ractis 1.5 4WD 2005-2010,33.00,17.00,28.862973760932945
D797C,,800-4533,PASTILLA FRENO CHEVROLET AVEO 10- EPICA DW NUB/LANO/LEGAN,0.00,1.00,0
39180-2B000,REPUESTOS BIANCHI,529-106,"PC934 2PIN ACCENT 12- ELANTRA 1,6L 07- KIA CARENS 09-12 CERATO 06-12 SOUL08-",0.00,4.00,0
EC-533-MM,Importaciones RE RE S.A.,505-047,ABRO LIMP CONTACTOS ELECTRICOS 210ML EC-533-M(c24),3.00,9.00,4.918032786885246
6263128090/4110048700/4130048700/41412-49670,Renapa S.A.,510-006,CLUTCH KIT HYUNDAI H1 08- 2 SAC (2),2.00,1.00,26.086956521739133
22410-26610,,800-4537,TAPA VALVULAS HYUNDAI ACCENT KOREANA 1.6 DOHC,0.00,1.00,0
72722G,EVER WINNING,533-104,Am.Hy Tucson / Kia Sportage 11-15 Del RH G,0.00,1.00,0
77/2 7MINEX 6C MINEX7 C6 HCG6 G6L,Ningbo Sunshine Auto Parts Co,77-2,GAZA MANGUERA 16-25MM [TAMAÑO 6] Q.100,152.00,48.00,47.35202492211838
11146G,EVER WINNING,533-138,Am NI B13 95-00 Tras LH G,0.00,1.00,0
6203-2RS-C3,IMPORTACIONES JASPERSA N&N LTDA,528-0113,ROL BOLAS SELLO HULE 17X40X12,13.00,7.00,27.272727272727273
4162A219G,EVER WINNING,533-038,AMORTIGUADOR.MIT Mirage G4 12-21 Tras (Chasís A03A) R/L (4162A256) P/B,6.00,2.00,41.860465116279066
KKKK26260,,800-4549,KIT CLUTCH KIA RIO 1.4CC G4FA,0.00,1.00,0
1621-S917/04495-52100,Renapa S.A.,509-0541,ZAPATA FRENO TOYOTA YARIS 06-C/PLATINA,1.00,9.00,1.639344262295082
13005,DAILY,517-1152,"TIJERETA LH. GEELY PANDA. 08/ GX2, CARRO CHINO F0",4.00,1.00,52.173913043478265
1681-S1012/04495-0K020,Renapa S.A.,509-0548,ZAPATA FRENO TOYOTA HILUX VIGO 4X2 4X4 FRENOORTUNER 07- SRV,0.00,8.00,0
1681-S1012/04495-0K020,Renapa S.A.,509-0548,ZAPATA FRENO TOYOTA HILUX VIGO 4X2 4X4 FRENOORTUNER 07- SRV,0.00,1.00,0
42431-52070/42431-52070,Renapa S.A.,509-1506,TAMBOR FRENO TOYOTA YARIS 06-10 PRIUS DAIHATSU CHARADE HACHBACK 11-,8.00,2.00,55.81395348837209
K41697,,800-4552,SET EMPAQUES MOTOR HYUNDAI ACCENT 1.5 12V94-S0HC 20910-22R1,0.00,1.00,0
SL-3600 48820-52010,Ningbo Sunshine Auto Parts Co,9-702,Tornillo de Estabilizadora Delantera Toyota Yaris 99-05 BYD F0,39.00,61.00,9.56663941128373
AF1162T,JSM Unity Costa Rica Sociedad Anonima,530-1065,FILTRO SERVICIO LIVIANO AIRE PRIMARIO PANEL  AF1162T,1.00,1.00,13.043478260869566
47550-26090,,800-4557,BOMBA AUXILIAR FRENO TOYOTA HILUX RN20 TRASERA R/L 72- DISCO 7/8,0.00,2.00,0
G348053,Renapa S.A.,522-0091,COMPENSADOR KIA PICANTO 11- TRAS R/L P/b,2.00,2.00,13.953488372093023
RT5637,,800-4559,CL0361 ROTULA ESTABILILZADORA DELANTERA LH-RH TIPO: Z / KIA-PICANTO 4X2 17-23 /M.10X10X250,0.00,2.00,0
G32357562,,800-3682,COMP KIA PICANTO 18- LH DEL,0.00,1.00,0
71566G,EVER WINNING,533-070,AMORTIGUADOR NI B15 00-06 Del RH G Almera 98- 11 (333308) (333310,0.00,1.00,0
36531-P2E-A01 NTK/STANDAR,REPUESTOS BIANCHI,529-040,SENSOR OXÍGENO HONDA CIVIC (92-00) 36531-P3F- 234-4065 250-24099 -234-4123 234-4011 36531-P06-A11 234-4099,3.00,1.00,39.130434782608695
D733C/46 05A 783,Renapa S.A.,509-0183,PASTILLA FRENO CERAMICA MITSUBISHI MONTERO SPORT NATIVA,1.00,1.00,13.043478260869566
K040372,DAILY,376-3062,FAJA ALT SANTA FE 00/05 TERCEL 95/98 PATH 4PK0945,3.00,1.00,39.130434782608695
5450125000 54501-25000,Ningbo Sunshine Auto Parts Co,11-1010,Tijereta Inferior RH Hyundai Accent II 1.3 1.5 1.6 1999-2005,27.00,23.00,17.49460043196544
3946,,800-4226,SOPORTE MOTOR LH NISSAN MURANO V6 3.5,0.00,1.00,0
D1184C/41060 72J25,Renapa S.A.,509-0108,PASTILLA FRENO CERAMICA TOYOTA YARIS 06- GREET WALL C30 SEDAN TAX,0.00,8.00,0
G9230043/MR493619/,Renapa S.A.,518-0500,BOCINA TRASERO MITSUBISHI LANCER 1.6 02-07 ABS PEQ,0.00,2.00,0
3923/EM-3132,Vazlo Costa Rica Sociedad Anonima,512-134,SOPORTE MOTOR TRASERO MITSUBISHI LANCER 2.0/2.4 2008-2017 // MITSUBISHI OUTLANDER 2.0/2.4/3.0 2007-2023 2WD,2.00,3.00,9.523809523809524
71932L/RG,EVER WINNING,533-039,AMORTIGUADORSuz Sidekick/S- Sport/Vitara/GeoTrac G 89-97 Del (334195/96) (334015/16),4.00,2.00,27.906976744186046
47560-BZ010,,800-4249,BOMBA AUXILIAR DE FRENO TOYOTA RUSH 16-AVANZA 15- R/L 13/16,0.00,2.00,0
339261G,EVER WINNING,533-097,AMOR.HD CRV07-10 DEL RH G,0.00,2.00,0
48001EM30A,Ningbo Sunshine Auto Parts Co,12-1026,Cremallera de Dirección sin Rotulas NISSAN TIDA/VERSA,9.00,21.00,6.382978723404256
JP2635 / 51391-TR0-305,,800-4252,BUSHING TIJERETA TIPO: MONTURA / MOD: HONDA-CIVIC /12-15 4X2 /M.14X67X63,0.00,2.00,0
28910-26900,,800-980,28910-3E100 VALVULA PURGA CANISTER HYUNDAI 06-13 CP545,0.00,1.00,0
MR296093,DAILY,517-1081,"TIJERETA SUP. LH. MIT. MONTERO. 90/04, SPORT. 96/04, NATIVA. 97/11, L200. 96/07, 4X4",2.00,1.00,26.086956521739133
BR31146/4351204010,Renapa S.A.,509-1015,DISCO FRENO TOYOTA DELANTERO TACOMA 2W 95-03,3.00,2.00,20.930232558139533
GK6923,Renapa S.A.,528-0011,ROL BOCINA DELANTERO HYUNDAI ELANTRA 07-13 VELOSTER 12-13 KIA FORTE SOUL,0.00,5.00,0
H16145,,800-4265,ANILLOS 35984-3F STD 3S RAV4 86-00 - SWT-10162,0.00,1.00,0
13276-BN801,,800-4278,"SELLO DE BUJIA NIS. X-TRAIL. 01/13, T30, PATH. 05/10, R51, NAVARA NP300, 04/12. YD25, 29X46X8.5/10.5 13276-6J900",0.00,4.00,0
16603-97401,,800-4287,"POLEA TENSORA SOLA DAIH. TERIOS. 00/16, SIRION. 04/43, 10X88X21 PU108813RMXW",0.00,1.00,0
JP2573,NAVEMAR,44-1154,Hule-Est-Del-Nissan-Frontier-NP300-16-20- M-32X46X49,0.00,4.00,0
6PK1255,,800-3552,FAJA 6PK1255 K060495 HY ACNT 1216 ACNT BLUE VELOSTER 12,0.00,1.00,0
28113-22600 HE-19-23-603 28113-22600 HE19-23603 HE19-23603-9A FEJK13Z40 16546-HC000,Ningbo Sunshine Auto Parts Co,118-501,Filtro de Aire Hyundai Accent II 1.3 1.5 1.6 2000-2005 Ford Econovan 1.4 1986-1992 Ford USA Probe I 2.2 3.0 1988-1993 Kia Roadster 1.8 1999-,67.00,13.00,76.42585551330798
45046-19265,REPUESTOS BARRIO SAN JOSE DE ALAJUELA SOCIEDAD ANONIMA,72-1080,ROTULA DIRECCION EXTERNA RH COROLLA ZZE 01- SE-3641R,0.00,6.00,0
09283-68001N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0079,RETENEDOR  CIGUEÑAL TRASERO SUZUKI JIMNY/SWIFTG13A/CARRY/SAMURAY/APV(68x86x8)NJ378,2.00,1.00,26.086956521739133
JP1323,,800-1672,BUSH-TIJ-DEL-SUP-NISSAN-D22-XTERRA-00-15-FRONTIER M-14X45X55,0.00,4.00,0
16400-11840,Ningbo Sunshine Auto Parts Co,351-2036,Radiador Toyota Tercel 1995-2000 (5E) 26AT,27.00,3.00,128.57142857142856
D651-32-280,,800-4341,"ROT. DIR. EXT. RH. MAZ. 2. 11/14 , SE-1801R",0.00,1.00,0
12341-PLC-000NPOS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0585,EMP. TAPA VALV. HD. CIVIC D17A,1.00,1.00,13.043478260869566
343441G,,800-4121,AMORTIGUADORES TRASEROS DAIHATSU TERIOS BEGO TOYOTA RUSH LH / RH,0.00,2.00,0
G48510-0DE90,Renapa S.A.,522-0190,COMPENSADOR TOYOTA ETIOS 12- DELANTERO R/L,3.00,5.00,8.737864077669903
JP1892,,800-1255,Hule-Est-Tras-Nissan-Xterra-D22-00-15 M- 21X41X36,0.00,2.00,0
51350-S5A-030,DAILY,517-1116,TIJERETA INF. RH. HON. CIVIC. 01/05,1.00,1.00,13.043478260869566
45047-09370 4504709370 SET421L CE0817L CET-201L,Ningbo Sunshine Auto Parts Co,73-1044,Rotula Direccion LH Toyota Yaris/Vios 09/2018 (NSP151L-AEXRK),297.00,3.00,1414.2857142857142
D1684SM/581011 JA60,Renapa S.A.,509-0036,PASTILLA DE FRENO SEMI METALICA HYUNDAI i10 08- KIA PICANTO 04- ARO 14 58101-0XA00,0.00,1.00,0
38BWD12,Ningbo Sunshine Auto Parts Co,15-63,KIT ROL BOCINA DELANTERO TOYOTA COROLLA OD:72MM 1988 / SPACIO IMPORTS KIA CERATO 1.6,43.00,7.00,90.20979020979021
1547-S814,Renapa S.A.,509-0581,ZAPATA F CHEVROLET AVEO 04-05 SONIC 11- TRAX SPARK LTZ,4.00,1.00,52.173913043478265
1515-S832/04495-02050,Renapa S.A.,509-0530,ZAPATA FRENO TOYOTA COROLLA 05-08 CORAXI,1.00,7.00,2.097902097902098
RT5712 / 56820-D3000,NAVEMAR,72-3187,"SEK-8771L ROT.DIR. LH EXT / HYUN-TUCSON 16-20 /M.16X10X186,5",1.00,1.00,13.043478260869566
48mm*50m-B,Ningbo Sunshine Auto Parts Co,174-43,CINTA ADHESIVA CAFÉ PARA EMBALAJE Q-72 48MMX50MM,0.00,72.00,0
896707,Cummins,106-3002,VALVOLINE EZ FULL SYN HM MAX TECH 5W30,3.00,3.00,14.285714285714285
17220-PLC-000 17720-PLC-000 17220-PLC-505 17220-PLC-Y00 17220-PMR-A00,Ningbo Sunshine Auto Parts Co,118-150,Filtro de Aire Honda Civic VII 1.4 1.6 1.7 2001-2005,36.00,4.00,130.12048192771084
WP900938,Renapa S.A.,521-0023,BOMBA DE AGUA SUZUKI CELERIO K10 SWIFT K12 ALTO CIAZ K14,3.00,1.00,39.130434782608695
9120K,Ningbo Sunshine Auto Parts Co,259-108,BOBINA DE ENCENDIDO 3 PINES MAZDA 2 1.3/ 1.5 DEMIO ZJ/ ZY 2001 142.50MM DE LARGO,5.00,5.00,14.563106796116505
S1035/2,Ningbo Sunshine Auto Parts Co,168-42,FUSIBLE TIPO CUCHILLA 20 AMP .,481.00,19.00,376.7624020887729
S1035/1,Ningbo Sunshine Auto Parts Co,168-510,FUSIBLE PEQUEÑO TIPO CUCHILLA 15A,89.00,11.00,119.73094170403589
21100-24035,,800-4418,CARBURADOR 3K TOYOTA,0.00,1.00,0
GK6923,Renapa S.A.,528-0011,ROL BOCINA DELANTERO HYUNDAI ELANTRA 07-13 VELOSTER 12-13 KIA FORTE SOUL,1.00,1.00,13.043478260869566
353614,,800-1591,KIT CLUTCH GRAND VITARA 2017 SKEK353614,0.00,1.00,0
BR3237/43512 35 180,Renapa S.A.,509-1042,DISCO FRENO TOYOTA DELANTERO HILUX 4WD C/HOJA RESOR LAND C 81-90,0.00,6.00,0
G639052,Renapa S.A.,520-0025,PUNTA DE EJE HYUNDAI ACCENT 10- 25x22x41 interna,0.00,1.00,0
K070897,DAILY,376-3171,FAJA ALT TOY PRADO FORTUNER 7PK2280,1.00,1.00,13.043478260869566
0352041 0352061 0352041S1 0352061S1 13140037 13140037S1 13140039 24449453 24428977 24428977S1 352041 352045 352061 352064 352041S1 352061S1,Ningbo Sunshine Auto Parts Co,11-14,Tijereta Inferior Completa RH Opel Combo 1.3 1.4 1.6 1.7 2001-2012 Corsa C 1.0 1.2 1.3 1.4 1.7 1.8 2000-2009 Tigra 1.3 1.4 1.8 2004-2010 Chevrolet Combo Mk II 1.2 1.3 1.7 2000-2012,5.00,1.00,65.21739130434783
48520-EA025,DAILY,72-3144,"ROT. DIR. EXT. LH. NIS. FRONTIER. 04/20, NP300 FRONTIER. 14/-- 4X2, NAVARA, PATH. R51, SE-4981L, SE-N281L, CEN-111",0.00,2.00,0
D1821TRW,,800-4437,PASTILLA F LAND ROVER DSCOVERY SPORT 15- RANGE ROVER,0.00,1.00,0
G9138008,Renapa S.A.,528-0038,ROL BOCINA DELANTERO TOYOTA COROLA 88-02,6.00,2.00,41.860465116279066
891128,Cummins,106-3007,VALVOLINE PB ONE SOL GEN2 15W40,8.00,4.00,28.91566265060241
04465-60120 04465-60140 04465-60150 04465-60151 04465-60190 04465-60220 04465-60230 04465-YZZCM 04465-60151 04465-60190 04465-60230 04465-60240 04465-60250 04465-60160 04465-0C011 04465-0C012 04465-60120 04465-60140,Ningbo Sunshine Auto Parts Co,214-118,Pastilla Freno Delantro Toyota Land Cruiser 2.8 3.0 4.0 4.2 4.7 4x4 1990- Lexus LX 470 1998-2008,18.00,2.00,125.5813953488372
58101-1CA00 58101-1CA10 58101-25A00 58101-25A10 58101-25A20 58101-1CA00 58101-1CA10 58101-22A00 58101-22A10 58101-24A00 58101-24B00 58101-24C00 58101-25A00 58101-25A10 58101-25A20 58101-28A10 58202-28A00 AL004-M1124,Ningbo Sunshine Auto Parts Co,214-1001,Pastilla Freno Delantro Hyundai Accent I II 1.3 1.5 1.6 1994-2005 Getz 1.1 1.3 1.4 1.5 1.6 2002-2009 Lantra I II 1.5 1990-2000 Pony 1.3 1.5 1989-1995,181.00,19.00,141.77545691906005
58302-0ZA00 58302-1GA00 58302-1HA00 58302-1HA10 58302-1JA30 58302-1JA31 58302-1MA00 58302-1MA40 58302-2LA00 58302-2SA10 58302-2SA10-DS 58302-2SA30 58302-1HA10 58302-1JA30 58302-1JA31 58302-1KA30 58302-2LA00 58302-2SA30,Ningbo Sunshine Auto Parts Co,214-1013,Pastilla Freno Trasera Hyundai Tucson 1.6 1.7 2.0 AWD 2015-2023 Accent III 1.4 1.5 1.6 2005-2010 Kona 2017-2023 Sonata VII 2014-2019 i20 2008-2015 i30 2008-2012 ix20 2010-2019 ix35 4WD 2009-2015,98.00,2.00,683.7209302325581
ZB56TB-82 90916-03075,IMPORTACIONES SOL DE KOBE S.A,526-0018,TERMOSTATO 90916-03075 1ZZFE/1AZ/2ZR/4A-GE/4G93,1.00,1.00,13.043478260869566
K050468,DAILY,376-3014,"FAJA ALT.UNIVERSAL, 5PK1190, 47",0.00,2.00,0
TK-HY009-V,,800-821,SET DIST HYUNDAI ACCENT 1.6 14-- C/PIÑON VVTI 2B000 ETCK5055,0.00,1.00,0
OK201-41-92,,800-4482,BOMBA AUXILIAR CLUTCH KIA SEPHIA,0.00,1.00,0
243341LAC,ACELUB (Aceites y Lubricantes) S.A.,106-20,CHEVRON HAVOLINE PREM MCO 4T 20W50 LITRO,0.00,168.00,0
BT-127,ARH DE ALAJUELA S.A.,164-127,BOTA EJE 23X86X109,2.00,2.00,13.953488372093023
BR31270/42431-02070,Renapa S.A.,509-1022,DISCO FRENO TOYOTA DELANTERO COROLLA ALTIS 01-08 CELICA MATRIX,18.00,2.00,125.5813953488372
04-1107,Ningbo Sunshine Auto Parts Co,245-134,FOCO TRASERO (STOP) RH/ LH ISUZU KB .,39.00,11.00,52.46636771300449
21410EL00A,Ningbo Sunshine Auto Parts Co,351-2040,Radiador Nissan Tida Tiida Versa 26AT,21.00,9.00,34.42622950819672
G624019,Renapa S.A.,520-0057,PUNTA DE EJE KIA PICANTO 09- 25x20x35 interna,6.00,4.00,21.686746987951807
54830-1G000,,800-4527,"ROTULA ESTABILIZADORA DELANTERA IZQUIERDA LH HYUNDAI ACCENT VERNA. 06/11, KIA RIO. 05/11=1G500, 1E000, CLKK-28L, SLK-8080L, 312X10",0.00,1.00,0
JP1850H,,800-2222,Soporte motor RH-Toyota-Yaris-06-16-1NZ-MT-(Hidraulico),0.00,1.00,0
