Expense Item ID,Expense ID,Expense Description,Project ID,Expense Category,Account ID,Total (BCY),Sub Total (BCY),Last Modified Time,Created Time,Vehicles
4198696000030169243,4198696000030169239,COCOCO,,Computer Expenses,4198696000001106467,"CRC 56,071.01","CRC 56,071.01",2025-09-16 09:59:17,2025-09-11 14:21:48,
4198696000030846592,4198696000030846578,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 2,945.57","CRC 2,945.57",2025-09-21 14:00:33,2025-09-21 14:00:33,
4198696000030846672,4198696000030846658,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 17,436.57","CRC 17,436.57",2025-09-21 14:02:12,2025-09-21 14:02:12,
4198696000030826429,4198696000030826415,,,Bank fees and charges,4198696000000000409,"CRC 7,267.50","CRC 7,267.50",2025-09-21 13:02:41,2025-09-21 13:02:41,
4198696000030846612,4198696000030846598,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 25,488.76","CRC 25,488.76",2025-09-21 14:01:12,2025-09-21 14:01:12,
4198696000030846697,4198696000030846683,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 7,960.41","CRC 7,960.41",2025-09-21 14:03:36,2025-09-21 14:03:36,
4198696000030846717,4198696000030846703,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 17,877.91","CRC 17,877.91",2025-09-21 14:03:54,2025-09-21 14:03:54,
4198696000030846652,4198696000030846638,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 8,677.40","CRC 8,677.40",2025-09-21 14:01:53,2025-09-21 14:01:53,
4198696000030846737,4198696000030846723,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 6,434.69","CRC 6,434.69",2025-09-21 14:04:20,2025-09-21 14:04:20,
4198696000031504508,4198696000031504494,,,Bank fees and charges,4198696000000000409,CRC 756.05,CRC 756.05,2025-10-02 09:17:55,2025-10-02 09:17:55,
4198696000031504109,4198696000031504095,,,Bank fees and charges,4198696000000000409,"CRC 1,890.12","CRC 1,890.12",2025-10-02 07:58:51,2025-10-02 07:58:51,
4198696000031504470,4198696000031504466,Licencia mensual de factura electrónica,,Software Expenses,4198696000000297225,"CRC 11,088.71","CRC 11,088.71",2025-10-02 09:16:48,2025-10-02 09:16:48,
4198696000031548865,4198696000031548851,,,Travelling Expenses - International,4198696000000297717,"CRC 355,361.24","CRC 355,361.24",2025-10-02 13:46:26,2025-10-02 13:46:26,
4198696000031560042,4198696000031560038,Facebook - Ref. number E37HFYC522,,Marketing Expenses,4198696000000297047,"CRC 25,500.00","CRC 25,500.00",2025-10-02 14:36:18,2025-10-02 14:36:18,
4198696000031560192,4198696000031560178,Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 292,114.00","CRC 292,114.00",2025-10-02 14:51:08,2025-10-02 14:50:02,
4198696000031548948,4198696000031548934,,,Travelling Expenses - Local - CRC,4198696000000297723,"CRC 401,447.00","CRC 401,447.00",2025-10-02 14:01:50,2025-10-02 14:01:50,
4198696000031560070,4198696000031560066,Facebook - Ref. number 2K5NS2ZMM2,,Marketing Expenses,4198696000000297047,"CRC 517,344.00","CRC 517,344.00",2025-10-02 14:37:02,2025-10-02 14:37:02,
4198696000031560244,4198696000031560240,00300001010000000954 Naans and Curries Alpesh Trip,,Food & Drinks,4198696000000297327,"CRC 17,790.00","CRC 17,790.00",2025-10-02 15:01:16,2025-10-02 14:58:35,
4198696000031548986,4198696000031548982,Facebook - Ref. number TYUYP2RNM2,,Marketing Expenses,4198696000000297047,"CRC 302,249.84","CRC 302,249.84",2025-10-02 14:35:22,2025-10-02 14:35:22,
4198696000031560100,4198696000031560094,Electricity,,Electricity Charges,4198696000000297411,"CRC 124,576.92","CRC 124,576.92",2025-10-02 14:40:18,2025-10-02 14:40:18,
4198696000031560278,4198696000031560240,00300001010000000954 Naans and Curries Alpesh Trip,,Food & Drinks,4198696000000297327,"CRC 1,779.00","CRC 1,779.00",2025-10-02 15:01:16,2025-10-02 14:58:35,
4198696000031560014,4198696000031560010,Facebook - Ref. number KH9R7ZCNM2,,Marketing Expenses,4198696000000297047,"CRC 42,565.32","CRC 42,565.32",2025-10-02 14:35:53,2025-10-02 14:35:53,
4198696000031560102,4198696000031560094,Electricity,,Electricity Charges,4198696000000297411,"CRC 5,418.08","CRC 5,418.08",2025-10-02 14:40:18,2025-10-02 14:40:18,
4198696000031560337,4198696000031560333,"18-09-2025  TECALLIANCE GMBH ISMANING
SIN00123015",,Software Expenses,4198696000000297225,"CRC 323,712.30","CRC 323,712.30",2025-10-02 15:40:08,2025-10-02 15:38:30,
4198696000031560469,4198696000031560461,00300006010000000442 Pots and Bowls Alpesh,,Food & Drinks,4198696000000297327,"CRC 3,020.33","CRC 3,020.33",2025-10-02 17:38:23,2025-10-02 15:47:47,
4198696000031587700,4198696000031587686,,,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 14,000.00","CRC 14,000.00",2025-10-02 17:42:10,2025-10-02 17:42:10,
4198696000031560467,4198696000031560461,00300006010000000442 Pots and Bowls Alpesh,,Food & Drinks,4198696000000297327,"CRC 10,203.25","CRC 10,203.25",2025-10-02 17:38:23,2025-10-02 15:47:47,
4198696000031592464,4198696000031592460,Auto Mercado - Team Building,,Food & Drinks,4198696000000297327,"CRC 16,389.38","CRC 16,389.38",2025-10-02 19:49:50,2025-10-02 19:49:50,
4198696000031592591,4198696000031592583,Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 40,054.94","CRC 40,054.94",2025-10-02 20:03:24,2025-10-02 20:03:24,
4198696000031587854,4198696000031587850,SISTEMA NACIONAL DE AREASSAN JOSE CR/BNCR,,Staff Welfare,4198696000000297537,"CRC 7,604.70","CRC 7,604.70",2025-10-02 18:30:22,2025-10-02 18:24:21,
4198696000031592088,4198696000031592082,Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 53,288.61","CRC 53,288.61",2025-10-02 18:37:11,2025-10-02 18:37:11,
4198696000031592290,4198696000031592286,Credits,,Software Expenses,4198696000000297225,"CRC 105,060.00","CRC 105,060.00",2025-10-02 19:10:10,2025-10-02 19:10:10,
4198696000031592490,4198696000031592486,La Casona de Laly - Meeting with Supplier,,Food & Drinks,4198696000000297327,"CRC 42,654.87","CRC 42,654.87",2025-10-02 19:55:42,2025-10-02 19:50:54,
4198696000031592621,4198696000031592617,Parking,,Toll Expenses,4198696000000297741,"CRC 1,200.00","CRC 1,200.00",2025-10-02 20:04:10,2025-10-02 20:04:10,
4198696000031587880,4198696000031587876,SISTEMA NACIONAL DE AREASSAN JOSE CR/BNCR,,Staff Welfare,4198696000000297537,"CRC 10,000.00","CRC 10,000.00",2025-10-02 18:30:33,2025-10-02 18:25:22,
4198696000031592090,4198696000031592082,Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 3,833.87","CRC 3,833.87",2025-10-02 18:37:11,2025-10-02 18:37:11,
4198696000031592532,4198696000031592486,,,Food & Drinks,4198696000000297327,"CRC 4,265.00","CRC 4,265.00",2025-10-02 19:55:42,2025-10-02 19:50:54,
4198696000031592647,4198696000031592643,23-09-2025 CAFE ST HONORE SAN JOSE CR/BNCR,,Food & Drinks,4198696000000297327,"CRC 5,420.00","CRC 5,420.00",2025-10-02 20:04:41,2025-10-02 20:04:41,
4198696000031587938,4198696000031587924,,,Travelling Expenses - Local - CRC,4198696000000297723,"CRC 8,976.75","CRC 8,976.75",2025-10-02 18:27:45,2025-10-02 18:27:45,
4198696000031592238,4198696000031592234,CORPORACION SUPERMERCADOS - Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 49,008.85","CRC 49,008.85",2025-10-02 19:05:56,2025-10-02 19:05:56,
4198696000031592589,4198696000031592583,Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 30,303.77","CRC 30,303.77",2025-10-02 20:03:24,2025-10-02 20:03:24,
4198696000031587828,4198696000031587824,SISTEMA NACIONAL DE AREASSAN JOSE CR/BNCR,,Staff Welfare,4198696000000297537,"CRC 10,000.00","CRC 10,000.00",2025-10-02 18:30:11,2025-10-02 18:23:12,
4198696000031587958,4198696000031587944,2KYPN7DS-0001,,Software Expenses,4198696000000297225,"CRC 25,500.00","CRC 25,500.00",2025-10-02 18:31:29,2025-10-02 18:28:47,
4198696000031592264,4198696000031592260,CORPORACION SUPERMERCADOS - Team Building Food and Drinks,,Food & Drinks,4198696000000297327,"CRC 15,513.27","CRC 15,513.27",2025-10-02 19:06:58,2025-10-02 19:06:58,
4198696000031560307,4198696000031560299,00300001010000000941Naans and Curries Alpesh Trip,,Food & Drinks,4198696000000297327,"CRC 1,779.00","CRC 1,779.00",2025-10-03 07:06:52,2025-10-02 15:01:51,
4198696000031593471,4198696000031593467,Electricity,,Electricity Charges,4198696000000297411,"CRC 4,803.46","CRC 4,803.46",2025-10-03 07:01:02,2025-10-03 07:01:02,
4198696000031593581,4198696000031593577,Water,,Water Charges,4198696000000297417,"CRC 22,377.00","CRC 22,377.00",2025-10-03 07:01:03,2025-10-03 07:01:03,
4198696000031592755,4198696000031592751,Quarterly Municipal License Fees,,Licence & Fees,4198696000000297813,"CRC 76,500.00","CRC 76,500.00",2025-10-03 07:04:09,2025-10-03 06:57:32,
4198696000031593527,4198696000031593523,Electricity,,Electricity Charges,4198696000000297411,CRC 106.92,CRC 106.92,2025-10-03 07:01:02,2025-10-03 07:01:02,
4198696000031593703,4198696000031593689,,,Round-off Account,4198696000000297693,CRC 78.83,CRC 78.83,2025-10-03 07:10:08,2025-10-03 07:10:08,
4198696000031560305,4198696000031560299,00300001010000000941Naans and Curries Alpesh Trip,,Food & Drinks,4198696000000297327,"CRC 17,790.00","CRC 17,790.00",2025-10-03 07:06:52,2025-10-02 15:01:51,
4198696000031593443,4198696000031593439,Electricity,,Electricity Charges,4198696000000297411,"CRC 113,961.54","CRC 113,961.54",2025-10-03 07:01:01,2025-10-03 07:01:01,
4198696000031593555,4198696000031593551,Water,,Water Charges,4198696000000297417,"CRC 23,632.00","CRC 23,632.00",2025-10-03 07:01:02,2025-10-03 07:01:02,
4198696000031594542,4198696000031594528,,,Round-off Account,4198696000000297693,CRC 0.01,CRC 0.01,2025-10-03 09:02:02,2025-10-03 09:02:02,
4198696000031592723,4198696000031592709,,,Bank Charges - BNCR Credit Card Fees,4198696000012622281,"CRC 1,134.90","CRC 1,134.90",2025-10-03 06:47:43,2025-10-03 06:47:43,
4198696000031593499,4198696000031593495,Electricity,,Electricity Charges,4198696000000297411,"CRC 3,423.08","CRC 3,423.08",2025-10-03 07:01:02,2025-10-03 07:01:02,
4198696000031593667,4198696000031593663,CORPORACION SUPERMERCADOS - Team Building,,Food & Drinks,4198696000000297327,"CRC 22,787.61","CRC 22,787.61",2025-10-03 07:09:25,2025-10-03 07:09:25,
4198696000031622470,4198696000031622466,SERVICIO DE MENSAJERIA FABA,,Transport Charges,4198696000000297753,"CRC 2,035.40","CRC 2,035.40",2025-10-03 19:35:29,2025-10-03 19:35:29,
4198696000031622582,4198696000031622578,COREOS,,Transport Charges,4198696000000297753,"CRC 5,464.15","CRC 5,464.15",2025-10-03 19:35:30,2025-10-03 19:35:30,
4198696000031622694,4198696000031622690,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622806,4198696000031622802,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622918,4198696000031622914,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 3,097.35","CRC 3,097.35",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031623030,4198696000031623026,ELECTRONICA STEREN,,Transport Charges,4198696000000297753,"CRC 5,221.33","CRC 5,221.33",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623142,4198696000031623138,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623254,4198696000031623250,ENCOMIENDAS PURISCAL,,Transport Charges,4198696000000297753,"CRC 1,504.42","CRC 1,504.42",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623366,4198696000031623362,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623478,4198696000031623474,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,747.79","CRC 1,747.79",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623590,4198696000031623586,TRANSPORTE CORDERO LOBO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623702,4198696000031623698,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623814,4198696000031623810,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623926,4198696000031623922,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:38,2025-10-03 19:35:38,
4198696000031624032,4198696000031624028,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624144,4198696000031624140,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624256,4198696000031624252,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:40,2025-10-03 19:35:40,
4198696000031624368,4198696000031624364,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031624480,4198696000031624476,TRANSPORTE CORDERO LOBO,,Transport Charges,4198696000000297753,"CRC 1,769.92","CRC 1,769.92",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031622554,4198696000031622550,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:30,2025-10-03 19:35:30,
4198696000031622666,4198696000031622662,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:30,2025-10-03 19:35:30,
4198696000031622778,4198696000031622774,AUTOTRANSPORTE LOS SANTOS,,Transport Charges,4198696000000297753,"CRC 1,504.42","CRC 1,504.42",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622890,4198696000031622886,TRANSPORTES MIRAVALLES,,Transport Charges,4198696000000297753,"CRC 4,000.00","CRC 4,000.00",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031623002,4198696000031622998,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,747.79","CRC 1,747.79",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031623114,4198696000031623110,ENCOMIENDA NEILY,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623226,4198696000031623222,SERVICIO DE MENSAJERIA FABA,,Transport Charges,4198696000000297753,"CRC 2,035.40","CRC 2,035.40",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623338,4198696000031623334,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623450,4198696000031623446,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623562,4198696000031623558,TRANSPORTE CALITA,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623674,4198696000031623670,MUSOC S.A,,Transport Charges,4198696000000297753,"CRC 1,504.42","CRC 1,504.42",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623786,4198696000031623782,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623898,4198696000031623894,TRANSUR,,Transport Charges,4198696000000297753,"CRC 2,000.00","CRC 2,000.00",2025-10-03 19:35:38,2025-10-03 19:35:38,
4198696000031624022,4198696000031624006,ENCOMIENDAS LOS TOROS,,Transport Charges,4198696000000297753,"CRC 3,000.00","CRC 3,000.00",2025-10-03 19:35:38,2025-10-03 19:35:38,
4198696000031624116,4198696000031624112,RUTA LA CRUZ,,Transport Charges,4198696000000297753,"CRC 3,539.18","CRC 3,539.18",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624228,4198696000031624224,TRANSPORTES GRECIA,,Transport Charges,4198696000000297753,"CRC 2,213.00","CRC 2,213.00",2025-10-03 19:35:40,2025-10-03 19:35:40,
4198696000031624340,4198696000031624336,BODEGAS PACIFICO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031624452,4198696000031624448,EQUIPO SCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,747.79","CRC 1,747.79",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031622498,4198696000031622494,AUTOTRANSPORTES PALMARES,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:29,2025-10-03 19:35:29,
4198696000031622610,4198696000031622606,COREOS,,Transport Charges,4198696000000297753,CRC 215.51,CRC 215.51,2025-10-03 19:35:30,2025-10-03 19:35:30,
4198696000031622722,4198696000031622718,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 3,097.35","CRC 3,097.35",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622834,4198696000031622830,TRANSPORTES ANAY,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622946,4198696000031622942,ENCOMIENDAS BAVA,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031623058,4198696000031623054,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,460.18","CRC 1,460.18",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623170,4198696000031623166,TRANSPORTES MIRAVALLES,,Transport Charges,4198696000000297753,"CRC 2,000.00","CRC 2,000.00",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623282,4198696000031623278,CAJETA Y VALORES,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623394,4198696000031623390,TRANSPORTE CORDERO LOBO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623506,4198696000031623502,ENCOMIENDA BAVA,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623618,4198696000031623614,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623730,4198696000031623726,SERVICIO DE MENSAJERIA FABA,,Transport Charges,4198696000000297753,"CRC 2,213.00","CRC 2,213.00",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623842,4198696000031623838,MUSOC S.A,,Transport Charges,4198696000000297753,"CRC 1,592.92","CRC 1,592.92",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623954,4198696000031623950,TRANSPORTES CALITA,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:38,2025-10-03 19:35:38,
4198696000031624060,4198696000031624056,ANAY,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624172,4198696000031624168,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624284,4198696000031624280,MUSOC S.A,,Transport Charges,4198696000000297753,"CRC 1,504.42","CRC 1,504.42",2025-10-03 19:35:40,2025-10-03 19:35:40,
4198696000031624396,4198696000031624392,CAJETA EXPRESS,,Transport Charges,4198696000000297753,"CRC 2,035.40","CRC 2,035.40",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031622526,4198696000031622522,AUTOTRASPORTES LOS SANTOS,,Transport Charges,4198696000000297753,"CRC 1,592.92","CRC 1,592.92",2025-10-03 19:35:29,2025-10-03 19:35:29,
4198696000031622638,4198696000031622634,MUSOC S.A,,Transport Charges,4198696000000297753,"CRC 1,061.95","CRC 1,061.95",2025-10-03 19:35:30,2025-10-03 19:35:30,
4198696000031622750,4198696000031622746,RSK TRACOPA,,Transport Charges,4198696000000297753,"CRC 2,654.87","CRC 2,654.87",2025-10-03 19:35:31,2025-10-03 19:35:31,
4198696000031622862,4198696000031622858,RUTA CANA,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031622974,4198696000031622970,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,747.79","CRC 1,747.79",2025-10-03 19:35:32,2025-10-03 19:35:32,
4198696000031623086,4198696000031623082,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:33,2025-10-03 19:35:33,
4198696000031623198,4198696000031623194,CORREOS DE COSTA RICA,,Transport Charges,4198696000000297753,"CRC 3,077.16","CRC 3,077.16",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623310,4198696000031623306,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:34,2025-10-03 19:35:34,
4198696000031623422,4198696000031623418,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:35,2025-10-03 19:35:35,
4198696000031623534,4198696000031623530,TRANSPORTES GRECIA,,Transport Charges,4198696000000297753,"CRC 2,655.00","CRC 2,655.00",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623646,4198696000031623642,MUSOC S.A,,Transport Charges,4198696000000297753,"CRC 1,946.90","CRC 1,946.90",2025-10-03 19:35:36,2025-10-03 19:35:36,
4198696000031623758,4198696000031623754,RUTA FLAMINGO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623870,4198696000031623866,BODEGA CORDERO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:37,2025-10-03 19:35:37,
4198696000031623982,4198696000031623978,EQUIPO ESCANIA S.A,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:38,2025-10-03 19:35:38,
4198696000031624088,4198696000031624084,BODEGA CORDERO,,Transport Charges,4198696000000297753,"CRC 1,769.91","CRC 1,769.91",2025-10-03 19:35:39,2025-10-03 19:35:39,
4198696000031624200,4198696000031624196,COOPETRANSATENAS,,Transport Charges,4198696000000297753,"CRC 2,035.00","CRC 2,035.00",2025-10-03 19:35:40,2025-10-03 19:35:40,
4198696000031624312,4198696000031624308,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:40,2025-10-03 19:35:40,
4198696000031624424,4198696000031624420,ENCOMIENDAS TAVO,,Transport Charges,4198696000000297753,"CRC 2,212.39","CRC 2,212.39",2025-10-03 19:35:41,2025-10-03 19:35:41,
4198696000031711035,4198696000031711021,,,Bank fees and charges,4198696000000000409,"CRC 9,581.25","CRC 9,581.25",2025-10-06 08:12:40,2025-10-06 08:12:40,
4198696000031711191,4198696000031711177,,,Bank Charges - Scotia Credit Card Fees,4198696000000297195,"CRC 63,419.89","CRC 63,419.89",2025-10-06 09:18:52,2025-10-06 09:18:52,
4198696000031711227,4198696000031711223,"Publicidad en programa Noches Deportivas y MundiDeportes de radio Monumental, del 15 de Agosto al 15 de Setiembre 2025.",,Marketing Expenses,4198696000000297047,"CRC 450,000.00","CRC 450,000.00",2025-10-06 09:26:29,2025-10-06 09:26:29,
4198696000031747745,4198696000031747741,CAJETA EXPRESS,,Miscellaneous Expenses,4198696000000297699,"CRC 2,035.40","CRC 2,035.40",2025-10-06 12:09:28,2025-10-06 12:09:28,
4198696000031747857,4198696000031747853,CARERA PETROLEOS DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-10-06 12:09:29,2025-10-06 12:09:29,Yaris - BRC628
4198696000031747969,4198696000031747965,GASOLINERA BARRANTES,,Fuel Expenses,4198696000000297777,"CRC 8,000.00","CRC 8,000.00",2025-10-06 12:09:30,2025-10-06 12:09:30,Motorbike - Honda
4198696000031748081,4198696000031748077,PETROLEOS DELTA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-10-06 12:09:31,2025-10-06 12:09:31,Panel - SIN1596
4198696000031748193,4198696000031748189,PETROLEOS DELTA,,Fuel Expenses,4198696000000297777,"CRC 7,000.00","CRC 7,000.00",2025-10-06 12:09:32,2025-10-06 12:09:32,Motorbike - Honda 2
4198696000031748305,4198696000031748301,LA FAVORITA,,Fuel Expenses,4198696000000297777,"CRC 10,000.00","CRC 10,000.00",2025-10-06 12:09:32,2025-10-06 12:09:32,Panel - SIN1596
4198696000031748417,4198696000031748413,ESTACION SERVICIOS LA PACIFICA,,Fuel Expenses,4198696000000297777,"CRC 8,000.00","CRC 8,000.00",2025-10-06 12:09:33,2025-10-06 12:09:33,
4198696000031748529,4198696000031748525,PETROLEOS DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,000.00","CRC 5,000.00",2025-10-06 12:09:34,2025-10-06 12:09:34,Motorbike - Yamaha
4198696000031748641,4198696000031748637,PETROLEOS DELTA,,Fuel Expenses,4198696000000297777,"CRC 5,020.00","CRC 5,020.00",2025-10-06 12:09:35,2025-10-06 12:09:35,Motorbike - Honda 2
4198696000031748753,4198696000031748749,UNO,,Fuel Expenses,4198696000000297777,"CRC 15,000.00","CRC 15,000.00",2025-10-06 12:09:36,2025-10-06 12:09:36,
4198696000031748865,4198696000031748861,PRICESMART,,Office Consumables,4198696000000297345,"CRC 85,235.00","CRC 85,235.00",2025-10-06 12:09:37,2025-10-06 12:09:37,
4198696000031748977,4198696000031748973,CARRERA,,Miscellaneous Expenses,4198696000000297699,"CRC 17,699.12","CRC 17,699.12",2025-10-06 12:09:38,2025-10-06 12:09:38,
4198696000031749089,4198696000031749085,CLARO CR,,Telephone Charges,4198696000000297375,"CRC 4,424.78","CRC 4,424.78",2025-10-06 12:09:38,2025-10-06 12:09:38,
