Payment ID,Payment Number,Payment Date,Customer ID,Amount (BCY),Unused Amount (BCY),Created Time,Exchange Rate,Refund Amount (BCY),Currency Code,Last Modified Time
4198696000024336762,12158,09 Jun 2025,4198696000024336740,"CRC 5,000.00",CRC 0.00,2025-06-09 11:55:27,1.00,CRC 0.00,CRC,2025-06-09 12:41:51
4198696000024336807,12159,09 Jun 2025,4198696000024335187,"CRC 68,000.00",CRC 0.00,2025-06-09 12:33:17,1.00,"CRC 1,500.00",CRC,2025-06-09 17:36:32
4198696000024337000,12160,09 Jun 2025,4198696000024328714,"CRC 35,000.00",CRC 0.00,2025-06-09 12:44:19,1.00,CRC 0.00,CRC,2025-06-09 12:44:19
4198696000024341045,12161,09 Jun 2025,4198696000024328714,"CRC 20,000.00",CRC 0.00,2025-06-09 12:45:27,1.00,CRC 0.00,CRC,2025-06-09 12:45:27
4198696000024341090,12162,09 Jun 2025,4198696000024335043,"CRC 3,500.00",CRC 0.00,2025-06-09 13:05:39,1.00,CRC 0.00,CRC,2025-06-09 13:05:39
4198696000024341211,12163,09 Jun 2025,4198696000024335299,"CRC 12,900.00",CRC 0.00,2025-06-09 13:17:48,1.00,CRC 0.00,CRC,2025-06-09 13:17:48
4198696000024388105,12188,10 Jun 2025,4198696000024395143,"CRC 3,400.00",CRC 0.00,2025-06-10 10:11:54,1.00,CRC 0.00,CRC,2025-06-10 10:11:54
4198696000024359218,12189,07 Jun 2025,4198696000006616288,"CRC 259,564.00",CRC 0.00,2025-06-10 10:27:43,1.00,CRC 0.00,CRC,2025-06-10 10:27:43
4198696000024388284,12190,10 Jun 2025,4198696000024388154,"CRC 24,900.00",CRC 0.00,2025-06-10 11:09:43,1.00,CRC 0.00,CRC,2025-06-10 11:09:43
4198696000024388553,12191,10 Jun 2025,4198696000024388364,"CRC 84,000.00",CRC 0.00,2025-06-10 11:16:34,1.00,CRC 0.00,CRC,2025-06-10 11:16:34
4198696000024409056,12192,10 Jun 2025,4198696000024405110,"CRC 30,000.00",CRC 0.00,2025-06-10 11:54:14,1.00,CRC 0.00,CRC,2025-06-10 11:54:14
4198696000024409101,12193,10 Jun 2025,4198696000024405110,"CRC 30,000.00",CRC 0.00,2025-06-10 11:54:25,1.00,CRC 0.00,CRC,2025-06-10 11:54:25
4198696000024409146,12194,10 Jun 2025,4198696000024405110,"CRC 27,000.00",CRC 0.00,2025-06-10 11:54:47,1.00,CRC 0.00,CRC,2025-06-10 11:54:47
4198696000024409191,12195,10 Jun 2025,4198696000024370071,"CRC 8,900.00",CRC 0.00,2025-06-10 12:16:07,1.00,CRC 0.00,CRC,2025-06-10 12:16:07
4198696000024409401,12196,10 Jun 2025,4198696000004545669,"CRC 93,472.00",CRC 0.00,2025-06-10 12:22:40,1.00,CRC 0.00,CRC,2025-06-10 12:22:40
4198696000024409442,12197,10 Jun 2025,4198696000024395426,"CRC 5,000.00",CRC 0.00,2025-06-10 12:27:13,1.00,CRC 0.00,CRC,2025-06-10 12:27:13
4198696000024409495,12198,10 Jun 2025,4198696000013451144,"CRC 67,988.00",CRC 0.00,2025-06-10 12:30:06,1.00,CRC 0.00,CRC,2025-06-10 14:39:21
4198696000024409559,12199,10 Jun 2025,4198696000020421118,"CRC 14,081.00",CRC 0.00,2025-06-10 12:53:24,1.00,CRC 0.00,CRC,2025-06-10 12:53:24
4198696000024409602,12200,10 Jun 2025,4198696000020421118,"CRC 50,000.00",CRC 0.00,2025-06-10 12:53:29,1.00,CRC 0.00,CRC,2025-06-10 12:53:29
4198696000024409723,12201,10 Jun 2025,4198696000024395426,"CRC 58,000.00",CRC 0.00,2025-06-10 13:10:23,1.00,CRC 0.00,CRC,2025-06-10 13:10:23
4198696000024409766,12202,10 Jun 2025,4198696000019511734,"CRC 51,800.00",CRC 0.00,2025-06-10 13:10:43,1.00,CRC 0.00,CRC,2025-06-10 13:10:43
4198696000024409807,12203,10 Jun 2025,4198696000024395426,"CRC 16,350.00",CRC 0.00,2025-06-10 13:15:51,1.00,CRC 0.00,CRC,2025-06-10 13:15:51
4198696000024412772,12204,05 Jun 2025,4198696000001783001,"CRC 30,000.00",CRC 0.00,2025-06-10 13:18:54,1.00,CRC 0.00,CRC,2025-06-10 13:18:54
4198696000024409850,12205,10 Jun 2025,4198696000002605048,"CRC 45,080.00",CRC 0.00,2025-06-10 13:41:26,1.00,CRC 0.00,CRC,2025-06-10 13:41:26
4198696000024409950,12206,10 Jun 2025,4198696000024334196,"CRC 3,000.00",CRC 0.00,2025-06-10 13:52:11,1.00,CRC 0.00,CRC,2025-06-10 13:52:11
4198696000024423050,12207,10 Jun 2025,4198696000001257097,"CRC 29,532.00",CRC 0.00,2025-06-10 14:51:03,1.00,CRC 0.00,CRC,2025-06-10 14:51:03
4198696000024423370,12208,10 Jun 2025,4198696000013299728,"CRC 144,532.00",CRC 0.00,2025-06-10 15:10:28,1.00,CRC 0.00,CRC,2025-06-10 15:10:28
4198696000024423444,12209,10 Jun 2025,4198696000024414167,"CRC 12,500.00",CRC 0.00,2025-06-10 15:17:28,1.00,CRC 0.00,CRC,2025-06-10 15:17:28
4198696000024423601,12210,10 Jun 2025,4198696000003839073,"CRC 2,668.00",CRC 0.00,2025-06-10 15:23:36,1.00,CRC 0.00,CRC,2025-06-10 15:23:36
4198696000024423687,12211,10 Jun 2025,4198696000004111701,"CRC 20,424.00",CRC 0.00,2025-06-10 15:32:30,1.00,CRC 0.00,CRC,2025-06-10 15:32:30
4198696000024423728,12212,10 Jun 2025,4198696000019218263,"CRC 3,128.00",CRC 0.00,2025-06-10 15:47:38,1.00,CRC 0.00,CRC,2025-06-10 15:47:38
4198696000024423773,12213,10 Jun 2025,4198696000019218263,"CRC 75,440.00",CRC 0.00,2025-06-10 15:48:14,1.00,CRC 0.00,CRC,2025-06-10 15:48:14
4198696000024430052,12214,10 Jun 2025,4198696000024414167,"CRC 12,000.00",CRC 0.00,2025-06-10 16:34:26,1.00,CRC 0.00,CRC,2025-06-10 16:34:26
4198696000024430097,12215,10 Jun 2025,4198696000024423982,"CRC 2,580.00",CRC 0.00,2025-06-10 16:35:21,1.00,CRC 0.00,CRC,2025-06-10 16:35:21
4198696000024430193,12217,10 Jun 2025,4198696000002797895,"CRC 208,564.00",CRC 0.00,2025-06-10 16:41:24,1.00,CRC 0.00,CRC,2025-06-10 16:41:24
4198696000024430234,12218,10 Jun 2025,4198696000023208544,"CRC 59,050.00",CRC 0.00,2025-06-10 16:42:58,1.00,CRC 0.00,CRC,2025-06-10 16:42:58
4198696000024430277,12219,10 Jun 2025,4198696000024414515,"CRC 5,200.00",CRC 0.00,2025-06-10 16:49:03,1.00,CRC 0.00,CRC,2025-06-10 16:49:03
4198696000024430357,12220,10 Jun 2025,4198696000017669115,"CRC 102,580.00",CRC 0.00,2025-06-10 17:13:14,1.00,CRC 0.00,CRC,2025-06-10 17:13:14
4198696000024430402,12221,10 Jun 2025,4198696000002265734,"CRC 1,800.00",CRC 0.00,2025-06-10 17:23:22,1.00,CRC 0.00,CRC,2025-06-10 17:23:22
4198696000024430443,12222,10 Jun 2025,4198696000002265734,"CRC 11,000.00",CRC 0.00,2025-06-10 17:23:28,1.00,CRC 0.00,CRC,2025-06-10 17:23:28
4198696000024430536,12223,10 Jun 2025,4198696000024262033,"CRC 14,100.00",CRC 0.00,2025-06-10 17:53:27,1.00,CRC 0.00,CRC,2025-06-10 17:53:27
4198696000024486151,12224,11 Jun 2025,4198696000018466317,"CRC 58,450.00",CRC 0.00,2025-06-11 09:20:59,1.00,CRC 0.00,CRC,2025-06-11 09:20:59
4198696000024486348,12225,11 Jun 2025,4198696000024262033,"CRC 13,700.00",CRC 0.00,2025-06-11 10:00:43,1.00,CRC 0.00,CRC,2025-06-12 09:39:13
4198696000024486443,12226,11 Jun 2025,4198696000013299728,"CRC 24,700.00",CRC 0.00,2025-06-11 10:10:20,1.00,CRC 0.00,CRC,2025-06-11 10:10:20
4198696000024486484,12227,11 Jun 2025,4198696000024486003,"CRC 10,000.00",CRC 0.00,2025-06-11 10:20:28,1.00,CRC 0.00,CRC,2025-06-11 10:20:28
4198696000024486525,12228,11 Jun 2025,4198696000024486003,"CRC 40,000.00",CRC 0.00,2025-06-11 10:20:34,1.00,CRC 0.00,CRC,2025-06-11 10:20:34
4198696000024486566,12229,11 Jun 2025,4198696000023983007,"CRC 160,400.00",CRC 0.00,2025-06-11 10:21:16,1.00,CRC 0.00,CRC,2025-06-11 10:21:16
4198696000024486674,12230,11 Jun 2025,4198696000004545669,"CRC 87,768.00",CRC 0.00,2025-06-11 10:31:28,1.00,CRC 0.00,CRC,2025-06-11 10:31:28
4198696000024486771,12231,11 Jun 2025,4198696000003839073,"CRC 9,660.00",CRC 0.00,2025-06-11 10:35:18,1.00,CRC 0.00,CRC,2025-06-11 10:35:18
4198696000024486812,12232,11 Jun 2025,4198696000022885076,"CRC 2,800.00",CRC 0.00,2025-06-11 10:37:56,1.00,CRC 0.00,CRC,2025-06-11 10:37:56
4198696000024486857,12233,11 Jun 2025,4198696000024480124,"CRC 74,800.00",CRC 0.00,2025-06-11 10:39:15,1.00,"CRC 1,078.00",CRC,2025-06-13 11:11:32
4198696000024486964,12234,11 Jun 2025,4198696000024486883,"CRC 12,500.00",CRC 0.00,2025-06-11 10:51:54,1.00,CRC 0.00,CRC,2025-06-11 10:51:54
4198696000024518005,12235,11 Jun 2025,4198696000024486883,"CRC 2,400.00",CRC 0.00,2025-06-11 10:52:03,1.00,CRC 0.00,CRC,2025-06-12 09:39:40
4198696000024519197,12236,11 Jun 2025,4198696000024519103,"CRC 14,800.00",CRC 0.00,2025-06-11 11:32:38,1.00,CRC 0.00,CRC,2025-06-11 11:32:38
4198696000024519242,12237,11 Jun 2025,4198696000014922046,"CRC 31,372.00",CRC 0.00,2025-06-11 11:34:43,1.00,CRC 0.00,CRC,2025-06-11 11:34:43
4198696000024519354,12238,11 Jun 2025,4198696000024519103,"CRC 6,700.00",CRC 0.00,2025-06-11 11:38:33,1.00,CRC 0.00,CRC,2025-06-11 11:38:33
4198696000024519408,12239,11 Jun 2025,4198696000024414386,"CRC 37,400.00",CRC 0.00,2025-06-11 12:01:21,1.00,CRC 0.00,CRC,2025-06-11 12:01:21
4198696000024519464,12240,11 Jun 2025,4198696000024486194,"CRC 22,500.00",CRC 0.00,2025-06-11 12:02:08,1.00,CRC 0.00,CRC,2025-06-11 12:02:08
4198696000024519523,12241,11 Jun 2025,4198696000024525120,"CRC 26,000.00",CRC 0.00,2025-06-11 12:06:28,1.00,CRC 0.00,CRC,2025-06-11 14:32:33
4198696000024519549,12242,11 Jun 2025,4198696000024525120,"CRC 26,000.00",CRC 0.00,2025-06-11 12:07:05,1.00,CRC 0.00,CRC,2025-06-11 14:32:34
4198696000024532151,12243,11 Jun 2025,4198696000024529005,"CRC 7,700.00",CRC 0.00,2025-06-11 12:40:45,1.00,CRC 0.00,CRC,2025-06-11 12:40:45
4198696000024532200,12244,11 Jun 2025,4198696000013326508,"CRC 52,026.00",CRC 0.00,2025-06-11 12:41:48,1.00,CRC 0.00,CRC,2025-06-11 12:41:48
4198696000024532435,12245,11 Jun 2025,4198696000022263216,"CRC 14,500.00",CRC 0.00,2025-06-11 13:07:03,1.00,CRC 0.00,CRC,2025-06-21 11:05:17
4198696000024538073,12246,11 Jun 2025,4198696000024532946,"CRC 4,000.00",CRC 0.00,2025-06-11 13:47:44,1.00,CRC 0.00,CRC,2025-06-11 13:47:44
4198696000024538125,12247,11 Jun 2025,4198696000022365213,"CRC 5,700.00",CRC 0.00,2025-06-11 13:53:00,1.00,CRC 0.00,CRC,2025-06-11 13:53:00
4198696000024546485,12248,11 Jun 2025,4198696000024546003,"CRC 17,000.00",CRC 0.00,2025-06-11 14:45:44,1.00,CRC 0.00,CRC,2025-06-11 14:45:44
4198696000024546530,12249,11 Jun 2025,4198696000020118568,"CRC 26,315.00",CRC 0.00,2025-06-11 15:02:31,1.00,CRC 0.00,CRC,2025-06-11 15:02:31
4198696000024546642,12250,11 Jun 2025,4198696000024525218,"CRC 42,650.00",CRC 0.00,2025-06-11 15:10:00,1.00,CRC 0.00,CRC,2025-06-11 15:10:00
4198696000024546689,12251,11 Jun 2025,4198696000004111701,"CRC 21,070.00",CRC 2.00,2025-06-11 15:13:05,1.00,CRC 0.00,CRC,2025-06-11 15:13:05
4198696000024546780,12252,11 Jun 2025,4198696000002605048,"CRC 34,960.00",CRC 0.00,2025-06-11 15:14:43,1.00,CRC 0.00,CRC,2025-06-11 15:14:43
4198696000024546836,12253,11 Jun 2025,4198696000002605048,"CRC 12,144.00",CRC 0.00,2025-06-11 15:27:11,1.00,CRC 0.00,CRC,2025-06-11 15:27:11
4198696000024551225,12254,11 Jun 2025,4198696000022365213,"CRC 31,200.00",CRC 0.00,2025-06-11 16:22:34,1.00,CRC 0.00,CRC,2025-06-11 16:22:34
4198696000024551363,12255,11 Jun 2025,4198696000018544291,"CRC 105,984.00",CRC 0.00,2025-06-11 16:24:58,1.00,CRC 0.00,CRC,2025-06-11 16:24:58
4198696000024551410,12256,11 Jun 2025,4198696000024290005,"CRC 64,000.00",CRC 0.00,2025-06-11 16:38:11,1.00,CRC 0.00,CRC,2025-06-11 16:38:11
4198696000024551451,12257,11 Jun 2025,4198696000024529127,"CRC 126,500.00",CRC 0.00,2025-06-11 16:39:58,1.00,"CRC 1,500.00",CRC,2025-06-13 11:11:52
4198696000024551669,12259,11 Jun 2025,4198696000024546003,"CRC 15,000.00",CRC 0.00,2025-06-11 16:46:03,1.00,CRC 0.00,CRC,2025-06-11 16:46:03
4198696000024551714,12260,11 Jun 2025,4198696000022873272,"CRC 26,000.00",CRC 0.00,2025-06-11 16:46:35,1.00,CRC 0.00,CRC,2025-06-11 16:46:35
4198696000024551753,12261,11 Jun 2025,4198696000024551533,"CRC 15,000.00",CRC 0.00,2025-06-11 16:47:47,1.00,CRC 0.00,CRC,2025-06-11 16:47:47
4198696000024551794,12262,11 Jun 2025,4198696000024551533,"CRC 15,000.00",CRC 0.00,2025-06-11 16:48:22,1.00,CRC 0.00,CRC,2025-06-11 16:48:22
4198696000024551902,12263,11 Jun 2025,4198696000024551203,"CRC 42,000.00",CRC 0.00,2025-06-11 16:55:43,1.00,CRC 0.00,CRC,2025-06-11 16:55:43
4198696000024557125,12264,11 Jun 2025,4198696000020839325,"CRC 3,404.00",CRC 0.00,2025-06-11 17:54:15,1.00,CRC 0.00,CRC,2025-06-11 17:54:15
4198696000024557390,12265,12 Jun 2025,4198696000024557261,"CRC 119,000.00",CRC 0.00,2025-06-12 09:23:35,1.00,CRC 0.00,CRC,2025-06-12 09:23:35
4198696000024557442,12266,12 Jun 2025,4198696000024336740,"CRC 35,000.00",CRC 0.00,2025-06-12 09:36:03,1.00,CRC 0.00,CRC,2025-06-12 09:36:03
4198696000024557490,12267,12 Jun 2025,4198696000024546073,"CRC 100,000.00",CRC 0.00,2025-06-12 09:43:41,1.00,CRC 0.00,CRC,2025-06-12 09:43:41
4198696000024557531,12268,12 Jun 2025,4198696000024546073,"CRC 25,000.00",CRC 0.00,2025-06-12 09:44:07,1.00,CRC 0.00,CRC,2025-06-12 09:44:07
4198696000024557625,12269,12 Jun 2025,4198696000002797895,"CRC 29,440.00",CRC 0.00,2025-06-12 09:45:02,1.00,CRC 0.00,CRC,2025-06-12 09:45:02
4198696000024557670,12270,12 Jun 2025,4198696000024557172,"CRC 69,000.00",CRC 0.00,2025-06-12 09:49:47,1.00,CRC 0.00,CRC,2025-06-12 09:49:47
4198696000024557859,12271,12 Jun 2025,4198696000009706326,"CRC 75,400.00",CRC 0.00,2025-06-12 10:50:14,1.00,CRC 0.00,CRC,2025-06-12 10:50:14
4198696000024557913,12272,12 Jun 2025,4198696000017064590,"CRC 47,104.00",CRC 0.00,2025-06-12 10:51:29,1.00,CRC 0.00,CRC,2025-06-12 10:51:29
4198696000024597037,12273,12 Jun 2025,4198696000024557956,"CRC 14,800.00",CRC 0.00,2025-06-12 10:56:52,1.00,CRC 0.00,CRC,2025-06-12 10:56:52
4198696000024597307,12274,12 Jun 2025,4198696000024550222,"CRC 57,800.00",CRC 0.00,2025-06-12 11:11:34,1.00,CRC 0.00,CRC,2025-06-12 11:11:34
4198696000024597442,12275,12 Jun 2025,4198696000001819061,"CRC 6,440.00",CRC 0.00,2025-06-12 11:21:19,1.00,CRC 0.00,CRC,2025-06-12 11:21:19
4198696000024597754,12276,12 Jun 2025,4198696000003962286,"CRC 8,464.00",CRC 0.00,2025-06-12 11:38:57,1.00,CRC 0.00,CRC,2025-06-13 09:38:18
4198696000024600254,12277,12 Jun 2025,4198696000024600173,"CRC 4,800.00",CRC 0.00,2025-06-12 12:17:06,1.00,CRC 0.00,CRC,2025-06-12 12:17:06
4198696000024600453,12278,12 Jun 2025,4198696000024541157,"CRC 9,700.00",CRC 0.00,2025-06-12 12:46:26,1.00,CRC 0.00,CRC,2025-06-12 12:46:26
4198696000024600786,12279,12 Jun 2025,4198696000021073666,"CRC 55,480.00",CRC 0.00,2025-06-12 12:59:27,1.00,CRC 0.00,CRC,2025-06-12 12:59:27
4198696000024601140,12280,12 Jun 2025,4198696000024541305,"CRC 72,000.00",CRC 0.00,2025-06-12 13:16:00,1.00,CRC 0.00,CRC,2025-06-12 13:16:00
4198696000024601188,12281,12 Jun 2025,4198696000024553011,"CRC 114,800.00",CRC 0.00,2025-06-12 13:23:21,1.00,CRC 0.00,CRC,2025-06-12 13:23:21
4198696000024601233,12282,12 Jun 2025,4198696000017064590,"CRC 2,760.00",CRC 0.00,2025-06-12 13:24:38,1.00,CRC 0.00,CRC,2025-06-12 13:24:38
4198696000024601276,12283,12 Jun 2025,4198696000017064590,"CRC 17,940.00",CRC 0.00,2025-06-12 13:24:52,1.00,CRC 0.00,CRC,2025-06-12 13:24:52
4198696000024601617,12284,12 Jun 2025,4198696000024597795,"CRC 48,350.00",CRC 0.00,2025-06-12 13:44:23,1.00,CRC 0.00,CRC,2025-06-12 13:44:23
4198696000024601760,12285,12 Jun 2025,4198696000019826991,"CRC 4,400.00",CRC 0.00,2025-06-12 13:55:38,1.00,CRC 0.00,CRC,2025-06-12 13:55:38
4198696000024601805,12286,12 Jun 2025,4198696000013757021,"CRC 72,500.00",CRC 0.00,2025-06-12 13:59:28,1.00,CRC 0.00,CRC,2025-06-12 13:59:28
4198696000024602257,12287,12 Jun 2025,4198696000002797895,"CRC 33,764.00",CRC 0.00,2025-06-12 14:07:23,1.00,CRC 0.00,CRC,2025-06-12 14:07:23
4198696000024604491,12288,12 Jun 2025,4198696000024600688,"CRC 50,600.00",CRC 0.00,2025-06-12 15:43:41,1.00,CRC 0.00,CRC,2025-06-12 15:43:41
4198696000024604532,12289,12 Jun 2025,4198696000004906866,"CRC 150,000.00",CRC 0.00,2025-06-12 15:44:34,1.00,CRC 0.00,CRC,2025-06-12 15:44:34
4198696000024604573,12290,12 Jun 2025,4198696000004906866,"CRC 50,000.00",CRC 0.00,2025-06-12 15:45:04,1.00,CRC 0.00,CRC,2025-06-12 15:45:04
4198696000024604614,12291,12 Jun 2025,4198696000004906866,"CRC 53,700.00",CRC 0.00,2025-06-12 15:45:34,1.00,CRC 0.00,CRC,2025-06-12 15:45:34
4198696000024604946,12292,12 Jun 2025,4198696000022907048,"CRC 100,700.00",CRC 0.00,2025-06-12 16:03:05,1.00,CRC 0.00,CRC,2025-06-12 16:03:05
4198696000024614141,12293,12 Jun 2025,4198696000003763626,"CRC 1,800.00",CRC 0.00,2025-06-12 16:15:45,1.00,CRC 0.00,CRC,2025-06-12 16:15:45
4198696000024614811,12294,12 Jun 2025,4198696000024612224,"CRC 9,000.00",CRC 0.00,2025-06-12 16:49:56,1.00,CRC 0.00,CRC,2025-06-12 16:49:56
4198696000024614852,12295,12 Jun 2025,4198696000018475173,"CRC 38,088.00",CRC 0.00,2025-06-12 16:53:02,1.00,CRC 0.00,CRC,2025-06-12 16:53:02
4198696000024614897,12296,12 Jun 2025,4198696000017064590,"CRC 16,100.00",CRC 0.00,2025-06-12 16:53:56,1.00,CRC 0.00,CRC,2025-06-12 16:53:56
4198696000024614938,12297,12 Jun 2025,4198696000003454696,"CRC 12,788.00",CRC 0.00,2025-06-12 16:56:56,1.00,CRC 0.00,CRC,2025-06-12 16:56:56
4198696000024614979,12298,12 Jun 2025,4198696000004545669,"CRC 34,408.00",CRC 0.00,2025-06-12 16:57:03,1.00,CRC 0.00,CRC,2025-06-12 16:57:03
4198696000024617299,12299,12 Jun 2025,4198696000024600840,"CRC 38,800.00",CRC 0.00,2025-06-12 17:51:47,1.00,CRC 0.00,CRC,2025-06-12 17:51:47
4198696000024665005,12300,12 Jun 2025,4198696000002797895,"CRC 71,760.00",CRC 0.00,2025-06-13 09:10:46,1.00,CRC 0.00,CRC,2025-06-13 09:10:46
4198696000024665045,12301,12 Jun 2025,4198696000021268214,"CRC 66,500.00",CRC 0.00,2025-06-13 09:24:43,1.00,CRC 0.00,CRC,2025-06-13 09:24:43
4198696000024665085,12302,13 Jun 2025,4198696000003835278,"CRC 8,400.00",CRC 0.00,2025-06-13 09:42:07,1.00,CRC 0.00,CRC,2025-06-13 09:42:07
4198696000024665117,12303,13 Jun 2025,4198696000004906866,"CRC 4,268.00",CRC 0.00,2025-06-13 09:45:13,1.00,CRC 0.00,CRC,2025-06-13 09:45:13
4198696000024665149,12304,13 Jun 2025,4198696000024604159,"CRC 58,950.00",CRC 0.00,2025-06-13 09:45:59,1.00,CRC 0.00,CRC,2025-06-13 09:45:59
4198696000024665183,12305,13 Jun 2025,4198696000001743427,"CRC 22,860.00",CRC 0.00,2025-06-13 09:46:46,1.00,CRC 0.00,CRC,2025-06-13 09:46:46
4198696000024665219,12306,13 Jun 2025,4198696000001819061,"CRC 16,008.00",CRC 0.00,2025-06-13 09:56:37,1.00,CRC 0.00,CRC,2025-06-13 09:56:37
4198696000024678003,12307,13 Jun 2025,4198696000022947753,"CRC 22,670.00",CRC 0.00,2025-06-13 10:11:29,1.00,CRC 0.00,CRC,2025-06-13 10:11:29
4198696000024678035,12308,13 Jun 2025,4198696000022947753,"CRC 1,990.00",CRC 0.00,2025-06-13 10:12:23,1.00,CRC 0.00,CRC,2025-06-13 10:12:23
4198696000024678067,12309,13 Jun 2025,4198696000021420080,"CRC 26,000.00",CRC 0.00,2025-06-13 10:19:53,1.00,CRC 0.00,CRC,2025-06-13 10:19:53
4198696000024678139,12310,13 Jun 2025,4198696000004545669,"CRC 97,244.00",CRC 0.00,2025-06-13 11:07:05,1.00,CRC 0.00,CRC,2025-06-13 11:07:05
4198696000024678277,12311,13 Jun 2025,4198696000024669001,"CRC 85,000.00",CRC 0.00,2025-06-13 11:12:44,1.00,CRC 0.00,CRC,2025-06-13 11:12:44
4198696000024678474,12312,13 Jun 2025,4198696000024669001,"CRC 3,500.00",CRC 0.00,2025-06-13 11:49:33,1.00,CRC 0.00,CRC,2025-06-13 11:49:33
4198696000024678525,12313,13 Jun 2025,4198696000022924559,"CRC 52,000.00",CRC 0.00,2025-06-13 11:53:07,1.00,CRC 0.00,CRC,2025-06-13 11:53:07
4198696000024678585,12314,13 Jun 2025,4198696000023351034,"CRC 135,900.00",CRC 0.00,2025-06-13 12:12:03,1.00,CRC 0.00,CRC,2025-06-13 12:12:03
4198696000024678617,12315,13 Jun 2025,4198696000024679044,"CRC 134,000.00",CRC 0.00,2025-06-13 12:18:53,1.00,CRC 0.00,CRC,2025-06-13 12:18:53
4198696000024678653,12316,13 Jun 2025,4198696000022126316,"CRC 23,200.00",CRC 0.00,2025-06-13 12:23:57,1.00,CRC 0.00,CRC,2025-06-13 14:56:44
4198696000024678677,12317,13 Jun 2025,4198696000024684874,"CRC 104,000.00",CRC 0.00,2025-06-13 12:26:23,1.00,CRC 0.00,CRC,2025-06-13 12:26:23
4198696000024678782,12318,13 Jun 2025,4198696000024678711,"CRC 19,500.00",CRC 0.00,2025-06-13 12:36:08,1.00,CRC 0.00,CRC,2025-06-13 12:36:08
4198696000024678892,12320,13 Jun 2025,4198696000004545669,"CRC 5,796.00",CRC 0.00,2025-06-13 12:50:41,1.00,CRC 0.00,CRC,2025-06-13 12:50:41
4198696000024678968,12321,13 Jun 2025,4198696000001257097,"CRC 33,948.00",CRC 0.00,2025-06-13 12:58:47,1.00,CRC 0.00,CRC,2025-06-13 12:58:47
4198696000024692086,12322,13 Jun 2025,4198696000006675001,"CRC 11,000.00",CRC 0.00,2025-06-13 13:46:04,1.00,CRC 0.00,CRC,2025-06-13 13:46:04
4198696000024692210,12324,13 Jun 2025,4198696000024679422,"CRC 21,000.00",CRC 0.00,2025-06-13 13:59:38,1.00,CRC 0.00,CRC,2025-06-13 13:59:38
4198696000024692246,12325,13 Jun 2025,4198696000023902791,"CRC 15,000.00",CRC 0.00,2025-06-13 14:01:25,1.00,CRC 0.00,CRC,2025-06-13 16:51:37
4198696000024692315,12326,13 Jun 2025,4198696000004545669,"CRC 17,020.00",CRC 0.00,2025-06-13 14:20:50,1.00,CRC 0.00,CRC,2025-06-13 14:20:50
4198696000024692347,12327,13 Jun 2025,4198696000022291078,"CRC 144,400.00",CRC 0.00,2025-06-13 14:21:01,1.00,CRC 0.00,CRC,2025-06-13 14:21:01
4198696000024692492,12328,13 Jun 2025,4198696000022126316,"CRC 22,300.00",CRC 0.00,2025-06-13 14:59:38,1.00,CRC 0.00,CRC,2025-06-13 14:59:38
4198696000024692528,12329,13 Jun 2025,4198696000024692421,"CRC 47,400.00",CRC 0.00,2025-06-13 15:09:14,1.00,CRC 0.00,CRC,2025-06-13 15:09:14
4198696000024692618,12330,13 Jun 2025,4198696000024690470,"CRC 32,800.00",CRC 0.00,2025-06-13 15:18:20,1.00,CRC 0.00,CRC,2025-06-13 15:18:20
4198696000024692704,12331,13 Jun 2025,4198696000021073115,"CRC 101,460.00",CRC 0.00,2025-06-13 15:58:45,1.00,CRC 0.00,CRC,2025-06-13 15:58:45
4198696000024692736,12332,13 Jun 2025,4198696000024318818,"CRC 2,000.00",CRC 0.00,2025-06-13 16:12:48,1.00,CRC 0.00,CRC,2025-06-13 17:49:25
4198696000024692769,12333,13 Jun 2025,4198696000012898208,"CRC 80,000.00",CRC 0.00,2025-06-13 16:19:13,1.00,CRC 0.00,CRC,2025-06-13 17:50:53
4198696000024692870,12334,13 Jun 2025,4198696000001481001,"CRC 96,784.00",CRC 0.00,2025-06-13 16:45:49,1.00,CRC 0.00,CRC,2025-06-13 16:45:49
4198696000024692902,12335,13 Jun 2025,4198696000024690766,"CRC 30,000.00",CRC 0.00,2025-06-13 16:47:11,1.00,CRC 0.00,CRC,2025-06-13 16:47:11
4198696000024692934,12336,13 Jun 2025,4198696000024690766,"CRC 14,300.00",CRC 0.00,2025-06-13 16:47:45,1.00,CRC 0.00,CRC,2025-06-13 16:47:45
4198696000024700006,12337,13 Jun 2025,4198696000023902791,"CRC 15,510.00",CRC 0.00,2025-06-13 16:55:58,1.00,CRC 0.00,CRC,2025-06-13 16:55:58
4198696000024700042,12338,13 Jun 2025,4198696000023902791,CRC 90.00,CRC 0.00,2025-06-13 16:56:04,1.00,CRC 0.00,CRC,2025-06-13 16:56:04
4198696000024700078,12339,13 Jun 2025,4198696000023113223,"CRC 37,400.00",CRC 0.00,2025-06-13 16:57:14,1.00,CRC 0.00,CRC,2025-06-13 16:57:14
4198696000024700114,12340,13 Jun 2025,4198696000006675001,CRC 100.00,CRC 0.00,2025-06-13 17:01:06,1.00,CRC 0.00,CRC,2025-06-13 17:01:06
4198696000024700192,12342,13 Jun 2025,4198696000024678309,"CRC 18,250.00",CRC 0.00,2025-06-13 17:05:09,1.00,CRC 0.00,CRC,2025-06-13 17:05:09
